year,F,M
1880,6,0
1881,0,0
1882,7,0
1883,13,0
1884,18,0
1885,38,0
1886,32,0
1887,25,0
1888,35,0
1889,45,0
1890,52,0
1891,49,0
1892,57,0
1893,57,0
1894,86,0
1895,65,0
1896,84,0
1897,82,0
1898,90,0
1899,81,0
1900,106,0
1901,87,0
1902,81,0
1903,85,0
1904,86,0
1905,81,0
1906,70,0
1907,87,0
1908,98,0
1909,101,0
1910,79,0
1911,85,0
1912,104,0
1913,117,0
1914,126,0
1915,158,0
1916,154,0
1917,144,0
1918,147,0
1919,127,0
1920,136,0
1921,119,0
1922,94,0
1923,93,0
1924,83,0
1925,98,0
1926,101,0
1927,93,0
1928,65,0
1929,55,0
1930,58,0
1931,54,0
1932,53,0
1933,28,0
1934,55,0
1935,63,0
1936,57,0
1937,41,0
1938,37,0
1939,47,0
1940,40,0
1941,32,0
1942,31,0
1943,17,0
1944,23,0
1945,27,0
1946,22,0
1947,22,0
1948,20,0
1949,24,0
1950,22,0
1951,12,0
1952,18,0
1953,14,0
1954,12,0
1955,17,0
1956,21,0
1957,14,0
1958,11,0
1959,18,0
1960,10,0
1961,10,0
1962,10,0
1963,10,0
1964,9,0
1965,12,0
1966,6,0
1967,6,0
1968,12,0
1969,7,0
1970,15,0
1971,8,0
1972,11,0
1973,11,0
1974,11,0
1975,11,0
1976,9,0
1977,15,0
1978,14,0
1979,16,0
1980,5,0
1981,13,0
1982,34,0
1983,21,0
1984,17,0
1985,21,0
1986,15,0
1987,18,0
1988,14,0
1989,14,0
1990,16,0
1991,9,0
1992,10,0
1993,11,0
1994,14,0
1995,15,0
1996,25,0
1997,16,0
1998,20,0
1999,20,0
2000,28,0
2001,16,0
2002,24,0
2003,24,0
2004,31,0
2005,23,0
2006,32,0
2007,26,0
2008,27,0
2009,29,0
2010,37,0
2011,35,0
2012,30,0
2013,29,0
2014,34,0
2015,45,0
2016,40,0
2017,40,0
2018,33,0
2019,52,0
