year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,5
1909,0,0
1910,0,9
1911,0,5
1912,0,9
1913,0,7
1914,0,24
1915,0,16
1916,0,14
1917,0,19
1918,0,28
1919,0,28
1920,0,20
1921,0,33
1922,0,36
1923,0,37
1924,0,44
1925,0,45
1926,0,46
1927,0,44
1928,0,47
1929,0,49
1930,0,47
1931,0,55
1932,0,49
1933,0,47
1934,0,34
1935,0,35
1936,0,53
1937,0,34
1938,0,34
1939,0,33
1940,0,44
1941,0,31
1942,0,38
1943,0,32
1944,0,39
1945,0,32
1946,0,42
1947,0,41
1948,0,43
1949,0,48
1950,0,31
1951,0,44
1952,0,56
1953,0,54
1954,0,49
1955,0,52
1956,0,58
1957,0,62
1958,0,64
1959,0,62
1960,0,49
1961,0,64
1962,0,55
1963,0,37
1964,0,56
1965,0,63
1966,0,50
1967,0,42
1968,0,48
1969,0,67
1970,0,68
1971,0,56
1972,0,80
1973,0,71
1974,0,80
1975,0,92
1976,0,82
1977,0,84
1978,0,70
1979,0,84
1980,0,95
1981,0,99
1982,0,91
1983,0,100
1984,0,90
1985,0,73
1986,0,91
1987,0,93
1988,0,99
1989,0,93
1990,0,113
1991,0,110
1992,0,112
1993,0,119
1994,0,128
1995,0,148
1996,0,123
1997,0,124
1998,0,140
1999,0,150
2000,0,152
2001,0,141
2002,0,130
2003,0,134
2004,0,120
2005,0,137
2006,0,124
2007,0,118
2008,0,130
2009,0,88
2010,0,85
2011,0,71
2012,0,63
2013,0,64
2014,0,58
2015,0,65
2016,0,60
2017,0,58
2018,0,56
2019,0,51
