year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,11
1915,0,12
1916,0,11
1917,0,18
1918,0,26
1919,0,19
1920,0,24
1921,0,28
1922,0,42
1923,0,23
1924,0,40
1925,0,39
1926,0,52
1927,0,54
1928,0,54
1929,0,59
1930,0,60
1931,0,70
1932,0,81
1933,0,82
1934,0,97
1935,0,83
1936,0,106
1937,0,111
1938,0,123
1939,0,120
1940,0,131
1941,0,145
1942,0,128
1943,0,112
1944,0,91
1945,0,81
1946,0,102
1947,0,105
1948,0,93
1949,0,119
1950,0,119
1951,0,118
1952,0,109
1953,0,97
1954,0,75
1955,0,100
1956,0,97
1957,0,86
1958,0,76
1959,0,80
1960,5,88
1961,0,58
1962,0,57
1963,0,66
1964,0,55
1965,0,38
1966,0,48
1967,0,36
1968,0,33
1969,0,38
1970,0,28
1971,0,31
1972,0,29
1973,0,16
1974,0,18
1975,0,15
1976,0,13
1977,0,10
1978,0,11
1979,0,11
1980,0,11
1981,0,13
1982,0,6
1983,0,9
1984,0,8
1985,0,0
1986,0,5
1987,0,10
1988,0,11
1989,0,0
1990,0,0
1991,0,0
1992,0,0
1993,0,0
1994,0,0
1995,0,0
1996,0,0
1997,0,0
1998,0,0
1999,0,0
2000,0,0
2001,0,0
2002,0,0
2003,0,0
2004,0,0
2005,0,0
2006,0,0
2007,0,0
2008,0,0
2009,0,0
2010,0,0
2011,0,0
2012,0,0
2013,0,0
2014,0,0
2015,0,0
2016,0,0
2017,0,0
2018,0,0
2019,0,0
