year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,5
1886,0,0
1887,0,5
1888,0,0
1889,0,7
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,5
1896,0,0
1897,0,5
1898,0,0
1899,0,5
1900,0,10
1901,0,6
1902,0,0
1903,0,6
1904,0,0
1905,0,0
1906,0,5
1907,0,0
1908,0,6
1909,0,5
1910,0,0
1911,0,7
1912,5,14
1913,6,6
1914,0,12
1915,0,29
1916,0,13
1917,0,17
1918,0,17
1919,7,25
1920,0,33
1921,5,17
1922,0,20
1923,0,18
1924,0,22
1925,0,22
1926,0,18
1927,0,17
1928,0,14
1929,0,14
1930,0,16
1931,0,13
1932,0,15
1933,0,13
1934,0,19
1935,5,18
1936,0,13
1937,0,20
1938,0,15
1939,0,16
1940,0,11
1941,0,27
1942,0,24
1943,0,14
1944,5,21
1945,0,17
1946,0,25
1947,0,35
1948,0,23
1949,0,32
1950,5,27
1951,0,24
1952,0,32
1953,0,28
1954,6,30
1955,0,41
1956,0,39
1957,0,33
1958,0,41
1959,0,37
1960,0,34
1961,0,26
1962,0,49
1963,0,38
1964,0,30
1965,0,26
1966,0,27
1967,0,20
1968,0,28
1969,0,28
1970,0,27
1971,0,21
1972,0,23
1973,0,28
1974,0,19
1975,0,22
1976,0,9
1977,0,18
1978,0,20
1979,0,16
1980,0,17
1981,0,18
1982,0,18
1983,0,15
1984,0,29
1985,0,26
1986,0,21
1987,5,37
1988,0,28
1989,0,49
1990,0,30
1991,0,22
1992,0,29
1993,0,54
1994,7,57
1995,0,52
1996,5,56
1997,0,42
1998,0,38
1999,0,53
2000,0,39
2001,6,51
2002,0,46
2003,0,57
2004,0,54
2005,11,54
2006,11,70
2007,14,81
2008,17,76
2009,20,89
2010,24,97
2011,22,97
2012,17,120
2013,26,121
2014,47,127
2015,45,141
2016,44,144
2017,35,145
2018,39,148
2019,34,155
