year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,12
1915,0,0
1916,0,12
1917,0,5
1918,0,0
1919,0,10
1920,0,10
1921,0,12
1922,0,8
1923,0,7
1924,0,11
1925,0,5
1926,0,10
1927,0,11
1928,0,25
1929,0,15
1930,0,12
1931,0,18
1932,0,7
1933,0,14
1934,0,20
1935,0,15
1936,0,14
1937,0,21
1938,0,18
1939,0,21
1940,0,27
1941,0,17
1942,0,30
1943,0,21
1944,0,31
1945,0,43
1946,0,40
1947,0,55
1948,0,55
1949,0,62
1950,0,52
1951,0,68
1952,0,79
1953,0,91
1954,0,100
1955,0,74
1956,0,94
1957,0,124
1958,0,116
1959,0,117
1960,0,99
1961,0,121
1962,0,115
1963,0,109
1964,0,107
1965,0,91
1966,0,71
1967,0,76
1968,0,49
1969,0,62
1970,0,55
1971,0,68
1972,0,54
1973,0,45
1974,0,48
1975,0,49
1976,0,55
1977,0,50
1978,0,51
1979,0,41
1980,0,61
1981,0,50
1982,0,52
1983,0,49
1984,0,67
1985,0,44
1986,0,36
1987,0,52
1988,0,47
1989,0,50
1990,0,51
1991,0,52
1992,0,59
1993,0,49
1994,0,40
1995,0,48
1996,0,67
1997,0,50
1998,0,55
1999,0,37
2000,0,47
2001,0,40
2002,0,41
2003,0,47
2004,0,56
2005,0,42
2006,0,67
2007,0,44
2008,0,51
2009,0,34
2010,0,40
2011,0,33
2012,0,37
2013,0,24
2014,0,32
2015,0,32
2016,0,32
2017,0,34
2018,0,29
2019,0,25
