year,Boys,Girls
1880,0,29
1881,0,18
1882,0,15
1883,0,14
1884,0,23
1885,0,33
1886,0,38
1887,0,27
1888,0,25
1889,0,19
1890,0,32
1891,0,34
1892,0,27
1893,0,36
1894,0,34
1895,0,43
1896,0,32
1897,0,25
1898,0,33
1899,0,14
1900,0,34
1901,0,25
1902,0,21
1903,0,21
1904,0,29
1905,0,25
1906,0,32
1907,0,38
1908,0,33
1909,0,36
1910,0,43
1911,0,51
1912,0,75
1913,0,99
1914,0,111
1915,0,133
1916,0,160
1917,0,159
1918,0,187
1919,0,164
1920,0,190
1921,5,199
1922,0,194
1923,0,201
1924,0,177
1925,0,192
1926,0,173
1927,0,181
1928,0,174
1929,0,158
1930,0,148
1931,0,147
1932,0,161
1933,5,140
1934,0,143
1935,0,171
1936,0,120
1937,0,122
1938,0,153
1939,0,144
1940,0,154
1941,0,139
1942,0,144
1943,0,155
1944,0,156
1945,0,114
1946,0,158
1947,0,168
1948,0,196
1949,0,175
1950,0,167
1951,0,177
1952,0,186
1953,0,164
1954,0,172
1955,0,163
1956,0,164
1957,0,164
1958,0,152
1959,0,142
1960,0,150
1961,0,150
1962,5,132
1963,0,127
1964,0,123
1965,0,111
1966,0,106
1967,0,143
1968,0,115
1969,0,125
1970,0,110
1971,0,117
1972,0,104
1973,0,108
1974,0,97
1975,0,108
1976,0,114
1977,0,96
1978,0,124
1979,0,122
1980,0,121
1981,0,123
1982,0,105
1983,0,103
1984,0,110
1985,0,124
1986,5,138
1987,0,170
1988,0,180
1989,0,177
1990,0,184
1991,5,159
1992,0,151
1993,0,146
1994,0,139
1995,0,140
1996,0,178
1997,0,155
1998,0,214
1999,0,272
2000,0,217
2001,0,226
2002,0,208
2003,0,145
2004,0,155
2005,0,177
2006,0,178
2007,0,191
2008,0,191
2009,0,195
2010,0,183
2011,0,179
2012,0,167
2013,0,165
2014,0,173
2015,0,181
2016,0,144
2017,0,157
2018,0,170
2019,0,203
