year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,8
1884,0,7
1885,0,0
1886,0,0
1887,0,0
1888,0,7
1889,7,7
1890,0,9
1891,0,0
1892,10,6
1893,0,0
1894,0,7
1895,5,7
1896,13,0
1897,11,13
1898,12,10
1899,10,12
1900,29,29
1901,16,19
1902,19,30
1903,14,30
1904,29,34
1905,32,30
1906,43,48
1907,44,38
1908,45,52
1909,52,49
1910,72,57
1911,62,76
1912,79,112
1913,86,131
1914,122,180
1915,125,237
1916,158,237
1917,150,259
1918,132,253
1919,151,305
1920,156,336
1921,171,324
1922,167,367
1923,150,296
1924,143,281
1925,146,313
1926,125,252
1927,114,300
1928,95,274
1929,103,293
1930,98,266
1931,79,265
1932,84,300
1933,65,242
1934,57,256
1935,71,250
1936,47,218
1937,48,213
1938,33,235
1939,42,213
1940,35,208
1941,36,197
1942,39,205
1943,26,221
1944,44,198
1945,31,205
1946,31,210
1947,28,226
1948,28,221
1949,35,221
1950,21,194
1951,25,193
1952,30,200
1953,32,196
1954,22,175
1955,16,189
1956,15,157
1957,13,168
1958,17,162
1959,13,135
1960,8,140
1961,7,123
1962,15,113
1963,22,89
1964,8,110
1965,0,89
1966,0,80
1967,8,86
1968,0,109
1969,5,80
1970,0,101
1971,7,92
1972,0,92
1973,7,85
1974,0,62
1975,0,61
1976,0,57
1977,0,61
1978,0,57
1979,0,58
1980,0,59
1981,0,61
1982,0,62
1983,0,60
1984,0,44
1985,0,49
1986,0,43
1987,0,42
1988,0,40
1989,0,45
1990,0,49
1991,0,53
1992,0,45
1993,0,39
1994,0,39
1995,0,31
1996,0,33
1997,0,26
1998,0,26
1999,0,28
2000,0,19
2001,0,20
2002,0,23
2003,0,19
2004,0,19
2005,0,17
2006,0,23
2007,0,22
2008,0,23
2009,0,13
2010,0,14
2011,0,14
2012,0,15
2013,0,18
2014,0,21
2015,0,22
2016,0,30
2017,5,42
2018,0,34
2019,0,25
