year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,5,0
1894,7,0
1895,0,0
1896,5,0
1897,0,0
1898,0,0
1899,7,0
1900,5,0
1901,7,0
1902,0,0
1903,5,0
1904,0,0
1905,5,0
1906,0,0
1907,10,0
1908,0,0
1909,7,0
1910,10,0
1911,8,0
1912,11,0
1913,16,0
1914,24,0
1915,18,0
1916,17,0
1917,21,0
1918,16,0
1919,23,0
1920,24,0
1921,23,0
1922,30,0
1923,30,0
1924,32,0
1925,26,0
1926,26,0
1927,33,0
1928,35,0
1929,32,0
1930,20,0
1931,17,0
1932,25,0
1933,23,0
1934,23,0
1935,36,0
1936,21,0
1937,19,0
1938,16,0
1939,19,0
1940,14,0
1941,19,0
1942,17,0
1943,18,0
1944,15,0
1945,11,0
1946,16,0
1947,16,0
1948,25,0
1949,8,0
1950,10,0
1951,16,0
1952,25,0
1953,7,0
1954,11,0
1955,11,0
1956,15,0
1957,13,0
1958,15,0
1959,14,0
1960,13,0
1961,12,0
1962,10,0
1963,21,0
1964,9,0
1965,16,0
1966,8,0
1967,13,0
1968,12,0
1969,8,0
1970,7,0
1971,11,0
1972,15,0
1973,15,0
1974,15,0
1975,16,0
1976,10,0
1977,10,0
1978,9,0
1979,15,0
1980,14,0
1981,12,0
1982,20,0
1983,8,0
1984,9,0
1985,8,0
1986,18,0
1987,11,0
1988,13,0
1989,12,0
1990,11,0
1991,12,0
1992,12,0
1993,5,0
1994,8,0
1995,10,0
1996,0,0
1997,17,0
1998,10,0
1999,8,0
2000,6,0
2001,7,0
2002,5,0
2003,5,0
2004,5,0
2005,5,0
2006,0,0
2007,9,0
2008,6,0
2009,8,0
2010,6,0
2011,7,0
2012,5,0
2013,0,0
2014,10,0
2015,6,0
2016,10,0
2017,0,0
2018,10,0
2019,9,0
