year,F,M
1880,0,11
1881,0,12
1882,0,11
1883,0,18
1884,0,22
1885,0,18
1886,0,9
1887,0,14
1888,0,19
1889,0,18
1890,0,15
1891,0,16
1892,0,33
1893,0,18
1894,0,17
1895,0,19
1896,0,26
1897,0,23
1898,0,30
1899,0,18
1900,0,25
1901,0,18
1902,0,25
1903,0,34
1904,0,19
1905,0,25
1906,0,26
1907,0,28
1908,0,32
1909,0,34
1910,0,47
1911,0,36
1912,0,80
1913,0,108
1914,0,109
1915,0,152
1916,0,164
1917,0,146
1918,0,175
1919,0,166
1920,0,188
1921,0,197
1922,0,184
1923,0,168
1924,0,147
1925,0,140
1926,5,126
1927,0,132
1928,0,119
1929,0,134
1930,0,155
1931,0,127
1932,0,114
1933,0,108
1934,0,186
1935,0,177
1936,0,165
1937,0,139
1938,0,137
1939,0,122
1940,0,94
1941,0,108
1942,0,98
1943,0,112
1944,0,86
1945,0,79
1946,0,88
1947,0,119
1948,0,77
1949,0,77
1950,0,72
1951,0,76
1952,0,83
1953,0,93
1954,0,71
1955,0,82
1956,0,66
1957,0,64
1958,0,62
1959,0,61
1960,0,55
1961,0,60
1962,0,76
1963,0,42
1964,0,59
1965,0,42
1966,0,49
1967,0,38
1968,0,49
1969,0,51
1970,0,47
1971,0,44
1972,0,38
1973,0,34
1974,0,27
1975,0,42
1976,0,30
1977,0,41
1978,0,52
1979,0,36
1980,0,40
1981,0,31
1982,0,34
1983,0,41
1984,0,30
1985,0,27
1986,0,32
1987,0,43
1988,0,30
1989,0,31
1990,0,28
1991,0,19
1992,0,28
1993,0,29
1994,0,28
1995,0,32
1996,0,23
1997,0,33
1998,0,29
1999,0,28
2000,0,31
2001,0,42
2002,0,38
2003,0,38
2004,0,51
2005,0,54
2006,0,57
2007,0,67
2008,0,57
2009,0,70
2010,0,73
2011,0,81
2012,0,81
2013,0,64
2014,0,85
2015,0,107
2016,0,94
2017,0,99
2018,0,113
2019,0,108
