year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,5,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,6,0
1893,0,0
1894,5,0
1895,0,0
1896,5,0
1897,0,0
1898,0,0
1899,8,0
1900,9,0
1901,8,0
1902,5,0
1903,5,0
1904,6,0
1905,0,0
1906,6,0
1907,15,0
1908,5,0
1909,8,0
1910,16,0
1911,13,0
1912,12,0
1913,19,0
1914,31,0
1915,38,0
1916,18,0
1917,39,0
1918,38,0
1919,63,0
1920,49,0
1921,48,0
1922,59,0
1923,41,0
1924,44,0
1925,43,0
1926,41,0
1927,47,0
1928,26,0
1929,27,0
1930,31,0
1931,19,0
1932,25,0
1933,26,0
1934,25,0
1935,20,0
1936,22,0
1937,17,0
1938,19,0
1939,18,0
1940,19,0
1941,22,0
1942,14,0
1943,16,0
1944,19,0
1945,20,0
1946,16,0
1947,14,0
1948,21,0
1949,19,0
1950,17,0
1951,17,0
1952,23,0
1953,14,0
1954,13,0
1955,16,0
1956,17,0
1957,20,0
1958,14,0
1959,19,0
1960,32,0
1961,19,0
1962,14,0
1963,20,0
1964,22,0
1965,19,0
1966,16,0
1967,22,0
1968,23,0
1969,23,0
1970,24,0
1971,27,0
1972,19,0
1973,29,0
1974,24,0
1975,25,0
1976,20,0
1977,28,0
1978,16,0
1979,25,0
1980,19,0
1981,20,0
1982,19,0
1983,20,0
1984,17,0
1985,14,0
1986,8,0
1987,12,0
1988,10,0
1989,14,0
1990,11,0
1991,12,0
1992,16,0
1993,12,0
1994,16,0
1995,18,0
1996,19,0
1997,9,0
1998,16,0
1999,6,0
2000,16,0
2001,13,0
2002,10,0
2003,14,0
2004,11,0
2005,8,0
2006,10,0
2007,6,0
2008,7,0
2009,7,0
2010,6,0
2011,6,0
2012,0,0
2013,0,0
2014,0,0
2015,11,0
2016,6,0
2017,5,0
2018,0,0
2019,0,0
