year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,9,0
1898,9,0
1899,5,0
1900,9,0
1901,10,0
1902,0,0
1903,9,0
1904,8,0
1905,7,0
1906,10,0
1907,6,0
1908,12,0
1909,11,0
1910,11,0
1911,15,0
1912,14,0
1913,35,0
1914,32,0
1915,41,0
1916,39,0
1917,65,0
1918,58,0
1919,38,0
1920,53,0
1921,58,0
1922,53,0
1923,56,0
1924,43,0
1925,58,0
1926,42,0
1927,37,0
1928,46,0
1929,31,0
1930,16,0
1931,32,0
1932,21,0
1933,19,0
1934,20,0
1935,18,0
1936,16,0
1937,17,0
1938,15,0
1939,20,0
1940,12,0
1941,14,0
1942,19,0
1943,15,0
1944,10,0
1945,0,0
1946,11,0
1947,18,0
1948,6,0
1949,13,0
1950,12,0
1951,12,0
1952,10,0
1953,14,0
1954,13,0
1955,17,0
1956,26,0
1957,14,0
1958,16,0
1959,11,0
1960,18,0
1961,14,0
1962,16,0
1963,16,0
1964,6,0
1965,15,0
1966,12,0
1967,6,0
1968,20,0
1969,8,0
1970,12,0
1971,8,0
1972,20,0
1973,48,0
1974,44,0
1975,55,0
1976,60,0
1977,59,0
1978,47,0
1979,21,0
1980,40,0
1981,104,0
1982,57,0
1983,24,0
1984,36,0
1985,23,0
1986,17,0
1987,30,0
1988,37,0
1989,28,0
1990,39,0
1991,39,0
1992,26,0
1993,19,0
1994,20,0
1995,20,0
1996,31,0
1997,18,0
1998,27,0
1999,21,0
2000,18,0
2001,23,0
2002,15,0
2003,16,0
2004,26,0
2005,18,0
2006,22,0
2007,24,0
2008,24,0
2009,21,0
2010,29,0
2011,22,0
2012,29,0
2013,38,0
2014,31,0
2015,40,0
2016,51,0
2017,62,0
2018,71,0
2019,71,0
