year,Boys,Girls
1880,21,0
1881,21,0
1882,18,0
1883,26,0
1884,40,0
1885,33,5
1886,45,0
1887,47,0
1888,58,0
1889,53,0
1890,56,0
1891,63,0
1892,65,0
1893,82,0
1894,64,0
1895,66,0
1896,63,0
1897,71,0
1898,76,0
1899,75,0
1900,75,0
1901,79,0
1902,74,0
1903,54,0
1904,73,0
1905,76,0
1906,68,0
1907,85,0
1908,83,0
1909,68,0
1910,94,0
1911,75,0
1912,97,8
1913,124,0
1914,127,5
1915,168,12
1916,185,0
1917,182,9
1918,169,11
1919,163,5
1920,161,0
1921,160,6
1922,150,0
1923,144,5
1924,157,6
1925,159,0
1926,130,0
1927,143,6
1928,113,0
1929,131,9
1930,107,0
1931,121,0
1932,99,0
1933,78,0
1934,120,0
1935,83,0
1936,88,0
1937,77,0
1938,71,0
1939,76,5
1940,68,0
1941,64,0
1942,79,0
1943,62,0
1944,66,0
1945,65,0
1946,66,0
1947,45,0
1948,35,0
1949,51,0
1950,53,0
1951,69,0
1952,56,0
1953,38,0
1954,55,0
1955,45,0
1956,41,0
1957,42,0
1958,31,0
1959,21,0
1960,38,0
1961,26,0
1962,26,0
1963,26,0
1964,16,0
1965,28,0
1966,25,0
1967,24,0
1968,22,0
1969,19,0
1970,25,0
1971,25,0
1972,25,0
1973,29,0
1974,23,0
1975,31,0
1976,14,0
1977,19,0
1978,23,0
1979,18,0
1980,19,0
1981,19,0
1982,20,0
1983,11,0
1984,15,0
1985,16,0
1986,18,0
1987,6,0
1988,15,0
1989,6,0
1990,19,0
1991,17,0
1992,11,0
1993,12,0
1994,16,0
1995,15,0
1996,9,0
1997,6,0
1998,14,0
1999,8,0
2000,13,0
2001,9,0
2002,12,0
2003,17,0
2004,17,0
2005,17,0
2006,10,0
2007,18,0
2008,18,0
2009,16,0
2010,18,0
2011,28,0
2012,22,0
2013,20,0
2014,33,0
2015,39,0
2016,35,0
2017,29,0
2018,36,0
2019,38,0
