year,F,M
1880,67,0
1881,90,8
1882,113,0
1883,126,0
1884,121,8
1885,139,0
1886,186,7
1887,170,5
1888,200,8
1889,209,10
1890,239,7
1891,219,0
1892,259,0
1893,264,0
1894,264,6
1895,261,0
1896,273,9
1897,266,5
1898,327,0
1899,280,6
1900,352,5
1901,324,7
1902,362,5
1903,309,0
1904,335,0
1905,344,8
1906,341,0
1907,350,10
1908,368,7
1909,325,0
1910,422,10
1911,364,0
1912,509,8
1913,471,12
1914,571,15
1915,611,23
1916,672,22
1917,723,15
1918,689,15
1919,735,23
1920,748,24
1921,755,15
1922,698,21
1923,631,14
1924,679,16
1925,678,9
1926,616,14
1927,631,16
1928,527,21
1929,523,11
1930,529,15
1931,460,16
1932,497,12
1933,414,10
1934,445,8
1935,407,8
1936,375,13
1937,363,11
1938,324,10
1939,338,7
1940,348,6
1941,309,11
1942,292,0
1943,335,8
1944,300,9
1945,242,0
1946,252,6
1947,279,0
1948,233,9
1949,238,0
1950,216,5
1951,195,6
1952,203,0
1953,170,6
1954,167,5
1955,130,0
1956,121,0
1957,109,0
1958,103,0
1959,108,0
1960,75,0
1961,89,0
1962,72,0
1963,58,0
1964,47,0
1965,36,0
1966,48,0
1967,27,0
1968,31,0
1969,25,0
1970,33,6
1971,24,0
1972,28,0
1973,37,0
1974,25,0
1975,23,0
1976,16,7
1977,23,0
1978,21,0
1979,18,0
1980,18,5
1981,15,0
1982,30,0
1983,23,0
1984,29,0
1985,15,0
1986,22,0
1987,12,0
1988,22,0
1989,15,0
1990,10,0
1991,11,0
1992,14,0
1993,14,0
1994,20,0
1995,10,0
1996,10,0
1997,12,0
1998,15,0
1999,16,0
2000,17,0
2001,12,0
2002,11,0
2003,10,0
2004,13,0
2005,11,0
2006,15,0
2007,8,0
2008,15,0
2009,5,0
2010,9,0
2011,14,0
2012,6,0
2013,9,0
2014,9,0
2015,17,0
2016,19,0
2017,17,0
2018,11,0
2019,13,0
