year,Boys,Girls
1880,0,11
1881,0,15
1882,6,5
1883,0,6
1884,8,8
1885,6,15
1886,0,18
1887,0,8
1888,0,11
1889,10,18
1890,7,25
1891,13,13
1892,14,20
1893,6,33
1894,5,15
1895,8,20
1896,0,25
1897,11,29
1898,10,20
1899,7,13
1900,8,19
1901,10,25
1902,11,20
1903,9,20
1904,7,23
1905,6,18
1906,6,28
1907,14,28
1908,11,16
1909,15,23
1910,18,19
1911,16,13
1912,17,42
1913,13,84
1914,17,101
1915,33,124
1916,20,144
1917,34,154
1918,42,148
1919,33,167
1920,19,132
1921,18,163
1922,15,157
1923,18,155
1924,17,144
1925,16,141
1926,10,145
1927,12,123
1928,25,134
1929,11,117
1930,10,120
1931,9,101
1932,10,117
1933,10,95
1934,10,88
1935,10,95
1936,13,83
1937,8,73
1938,9,85
1939,0,82
1940,7,63
1941,7,87
1942,17,87
1943,10,74
1944,6,79
1945,10,63
1946,12,81
1947,9,76
1948,11,78
1949,12,66
1950,11,69
1951,6,79
1952,8,74
1953,9,83
1954,12,87
1955,7,76
1956,6,51
1957,0,60
1958,0,49
1959,6,42
1960,6,41
1961,0,46
1962,5,29
1963,0,50
1964,0,25
1965,0,26
1966,0,33
1967,0,24
1968,0,26
1969,0,24
1970,0,12
1971,0,19
1972,0,8
1973,0,15
1974,0,12
1975,0,12
1976,0,15
1977,0,10
1978,0,14
1979,0,8
1980,0,16
1981,0,5
1982,0,11
1983,0,10
1984,0,6
1985,0,11
1986,0,5
1987,0,5
1988,0,0
1989,0,0
1990,0,5
1991,0,0
1992,0,0
1993,0,0
1994,0,0
1995,0,0
1996,0,0
1997,0,0
1998,0,0
1999,0,0
2000,0,0
2001,0,0
2002,0,0
2003,0,0
2004,0,0
2005,0,0
2006,0,0
2007,0,0
2008,0,0
2009,0,0
2010,0,0
2011,0,0
2012,0,0
2013,0,0
2014,0,0
2015,0,0
2016,0,0
2017,0,0
2018,0,0
2019,0,0
