year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,11,0
1891,7,0
1892,0,0
1893,8,0
1894,7,0
1895,12,0
1896,6,0
1897,8,0
1898,14,0
1899,11,0
1900,13,0
1901,10,0
1902,0,0
1903,6,0
1904,0,0
1905,7,0
1906,7,0
1907,10,0
1908,11,0
1909,9,0
1910,10,0
1911,6,0
1912,15,0
1913,23,0
1914,26,0
1915,23,0
1916,43,0
1917,34,0
1918,30,0
1919,34,0
1920,29,0
1921,35,0
1922,35,0
1923,29,0
1924,29,0
1925,29,0
1926,21,0
1927,25,0
1928,17,0
1929,15,0
1930,17,0
1931,21,0
1932,18,0
1933,13,0
1934,11,0
1935,10,0
1936,16,0
1937,9,0
1938,11,0
1939,9,0
1940,10,0
1941,14,0
1942,11,0
1943,9,0
1944,7,0
1945,5,0
1946,9,0
1947,8,0
1948,13,0
1949,13,0
1950,14,0
1951,14,0
1952,14,0
1953,19,0
1954,14,0
1955,8,0
1956,14,0
1957,7,0
1958,13,0
1959,10,0
1960,11,0
1961,11,0
1962,13,0
1963,11,0
1964,9,0
1965,12,0
1966,9,0
1967,16,0
1968,10,0
1969,12,0
1970,14,0
1971,15,0
1972,12,0
1973,9,0
1974,6,0
1975,9,0
1976,12,0
1977,11,0
1978,9,0
1979,9,0
1980,13,0
1981,5,0
1982,5,0
1983,10,0
1984,9,0
1985,7,0
1986,15,0
1987,7,0
1988,5,0
1989,10,0
1990,9,0
1991,13,0
1992,10,0
1993,8,0
1994,8,0
1995,0,0
1996,7,0
1997,14,0
1998,7,0
1999,10,0
2000,16,0
2001,12,0
2002,8,0
2003,18,0
2004,6,0
2005,22,0
2006,21,0
2007,17,0
2008,13,0
2009,19,0
2010,16,0
2011,21,0
2012,22,0
2013,14,0
2014,25,0
2015,23,0
2016,18,0
2017,30,0
2018,22,0
2019,39,0
