year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,5,0
1886,0,0
1887,0,0
1888,5,0
1889,7,0
1890,8,0
1891,0,0
1892,5,0
1893,8,0
1894,0,0
1895,8,0
1896,6,0
1897,5,0
1898,8,0
1899,0,0
1900,0,0
1901,5,0
1902,8,0
1903,10,0
1904,15,0
1905,0,0
1906,7,0
1907,9,0
1908,9,0
1909,0,0
1910,18,0
1911,8,0
1912,11,0
1913,20,0
1914,21,0
1915,23,0
1916,29,0
1917,40,0
1918,28,0
1919,27,0
1920,32,0
1921,31,0
1922,31,0
1923,33,0
1924,34,0
1925,29,0
1926,32,0
1927,24,0
1928,25,0
1929,18,0
1930,21,0
1931,21,0
1932,17,0
1933,26,0
1934,28,0
1935,19,0
1936,22,0
1937,24,0
1938,22,0
1939,19,0
1940,20,0
1941,25,0
1942,13,0
1943,18,0
1944,22,0
1945,16,0
1946,22,0
1947,21,0
1948,15,0
1949,17,0
1950,22,0
1951,18,0
1952,14,0
1953,16,0
1954,15,0
1955,17,0
1956,18,0
1957,9,0
1958,13,0
1959,9,0
1960,13,0
1961,17,0
1962,10,0
1963,7,0
1964,5,0
1965,8,0
1966,0,0
1967,0,0
1968,5,0
1969,6,0
1970,5,0
1971,0,0
1972,5,0
1973,5,0
1974,0,0
1975,0,0
1976,0,0
1977,0,0
1978,0,0
1979,0,0
1980,0,0
1981,0,0
1982,0,0
1983,0,0
1984,0,0
1985,0,0
1986,0,0
1987,0,0
1988,0,0
1989,0,0
1990,0,0
1991,0,0
1992,0,0
1993,0,0
1994,0,0
1995,0,0
1996,0,0
1997,0,0
1998,0,0
1999,0,0
2000,0,0
2001,0,0
2002,0,0
2003,0,0
2004,0,0
2005,0,0
2006,0,0
2007,0,0
2008,0,0
2009,0,0
2010,0,0
2011,0,0
2012,0,0
2013,0,0
2014,0,0
2015,0,0
2016,0,0
2017,0,0
2018,0,0
2019,0,0
