year,F,M
1880,35,0
1881,26,0
1882,29,0
1883,23,0
1884,42,0
1885,43,0
1886,41,0
1887,46,0
1888,39,0
1889,56,0
1890,42,0
1891,48,0
1892,51,0
1893,54,0
1894,41,0
1895,48,0
1896,53,0
1897,54,0
1898,61,0
1899,54,0
1900,59,0
1901,42,0
1902,51,0
1903,48,0
1904,62,0
1905,46,0
1906,48,0
1907,56,0
1908,50,0
1909,40,0
1910,45,0
1911,44,0
1912,69,0
1913,73,0
1914,59,0
1915,99,0
1916,100,0
1917,103,0
1918,82,0
1919,103,0
1920,111,0
1921,92,0
1922,97,0
1923,99,0
1924,94,0
1925,78,0
1926,78,0
1927,60,0
1928,76,0
1929,65,0
1930,63,0
1931,66,0
1932,43,0
1933,71,0
1934,40,0
1935,56,0
1936,65,0
1937,48,0
1938,64,0
1939,43,0
1940,44,0
1941,39,0
1942,44,0
1943,30,0
1944,44,0
1945,45,0
1946,39,0
1947,48,0
1948,41,0
1949,27,0
1950,32,0
1951,35,0
1952,28,0
1953,29,0
1954,35,0
1955,34,0
1956,29,0
1957,22,0
1958,21,0
1959,31,0
1960,33,0
1961,19,0
1962,40,0
1963,22,0
1964,25,0
1965,26,0
1966,23,0
1967,14,0
1968,16,0
1969,16,0
1970,18,0
1971,18,0
1972,13,0
1973,17,0
1974,13,0
1975,15,0
1976,10,0
1977,16,0
1978,16,0
1979,8,0
1980,14,0
1981,14,0
1982,11,0
1983,18,0
1984,11,0
1985,11,0
1986,9,0
1987,9,0
1988,12,0
1989,10,0
1990,10,0
1991,9,0
1992,8,0
1993,17,0
1994,17,0
1995,10,0
1996,18,0
1997,15,0
1998,17,0
1999,11,0
2000,18,0
2001,19,0
2002,19,0
2003,18,0
2004,7,0
2005,15,0
2006,23,0
2007,27,0
2008,13,0
2009,9,0
2010,10,0
2011,17,0
2012,17,0
2013,17,0
2014,12,0
2015,10,0
2016,10,0
2017,12,0
2018,21,0
2019,8,0
