year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,7,0
1914,6,0
1915,9,0
1916,11,0
1917,21,0
1918,24,0
1919,19,0
1920,27,0
1921,21,0
1922,16,0
1923,13,0
1924,20,0
1925,33,0
1926,22,0
1927,20,0
1928,17,0
1929,22,0
1930,21,0
1931,24,0
1932,33,0
1933,16,0
1934,20,0
1935,18,0
1936,19,0
1937,17,0
1938,24,0
1939,20,0
1940,16,0
1941,19,0
1942,17,0
1943,19,0
1944,18,0
1945,15,0
1946,40,0
1947,26,0
1948,30,0
1949,39,0
1950,28,0
1951,23,0
1952,28,0
1953,37,0
1954,36,0
1955,28,0
1956,42,0
1957,31,0
1958,50,0
1959,40,0
1960,52,0
1961,46,0
1962,34,0
1963,37,0
1964,45,0
1965,39,0
1966,45,0
1967,33,0
1968,24,0
1969,32,0
1970,34,0
1971,53,0
1972,28,0
1973,22,0
1974,26,0
1975,25,0
1976,32,0
1977,21,0
1978,13,0
1979,21,0
1980,17,0
1981,19,0
1982,32,0
1983,26,0
1984,19,0
1985,13,0
1986,22,0
1987,16,0
1988,14,0
1989,13,0
1990,14,0
1991,19,0
1992,10,0
1993,10,0
1994,14,0
1995,11,0
1996,6,0
1997,5,0
1998,0,0
1999,0,0
2000,7,0
2001,0,0
2002,0,0
2003,5,0
2004,0,0
2005,0,0
2006,0,0
2007,0,0
2008,0,0
2009,0,0
2010,0,0
2011,0,0
2012,0,0
2013,0,0
2014,0,0
2015,0,0
2016,0,0
2017,0,0
2018,0,0
2019,0,0
