year,F,M
1880,13,0
1881,14,0
1882,21,0
1883,22,0
1884,32,0
1885,25,0
1886,43,0
1887,40,0
1888,52,0
1889,45,0
1890,45,0
1891,61,0
1892,53,0
1893,57,0
1894,56,0
1895,78,0
1896,80,0
1897,72,0
1898,74,0
1899,65,0
1900,81,0
1901,84,0
1902,71,0
1903,95,0
1904,77,0
1905,89,0
1906,76,0
1907,78,0
1908,74,0
1909,83,0
1910,65,0
1911,101,0
1912,113,0
1913,135,0
1914,166,0
1915,187,0
1916,193,0
1917,193,0
1918,220,0
1919,191,0
1920,220,0
1921,200,0
1922,220,0
1923,182,0
1924,164,0
1925,188,0
1926,156,0
1927,159,0
1928,164,0
1929,159,0
1930,134,0
1931,129,0
1932,100,0
1933,106,0
1934,116,0
1935,97,0
1936,78,0
1937,94,0
1938,78,0
1939,66,0
1940,57,0
1941,71,0
1942,54,0
1943,78,0
1944,68,0
1945,57,0
1946,81,0
1947,64,0
1948,50,0
1949,66,0
1950,76,0
1951,52,0
1952,78,0
1953,81,0
1954,77,0
1955,73,0
1956,71,0
1957,85,0
1958,77,0
1959,75,0
1960,85,0
1961,90,0
1962,70,0
1963,87,0
1964,84,0
1965,62,0
1966,59,0
1967,46,0
1968,30,0
1969,27,0
1970,30,0
1971,50,8
1972,36,15
1973,35,10
1974,25,0
1975,29,5
1976,23,0
1977,25,0
1978,26,0
1979,28,0
1980,38,0
1981,21,0
1982,30,0
1983,10,0
1984,22,0
1985,17,0
1986,18,0
1987,27,0
1988,18,0
1989,14,0
1990,22,0
1991,15,0
1992,15,0
1993,19,0
1994,12,0
1995,25,0
1996,22,0
1997,24,0
1998,17,0
1999,29,0
2000,25,0
2001,22,0
2002,20,0
2003,26,0
2004,47,0
2005,56,0
2006,81,0
2007,85,0
2008,80,0
2009,100,0
2010,145,0
2011,136,0
2012,137,0
2013,179,0
2014,177,0
2015,187,0
2016,145,0
2017,162,0
2018,168,0
2019,191,0
