year,Boys,Girls
1880,0,0
1881,0,5
1882,0,0
1883,0,0
1884,0,0
1885,0,8
1886,0,9
1887,0,7
1888,0,9
1889,0,14
1890,0,6
1891,0,10
1892,0,12
1893,0,6
1894,0,17
1895,0,6
1896,0,8
1897,0,11
1898,0,9
1899,0,0
1900,0,11
1901,0,15
1902,0,8
1903,0,5
1904,0,12
1905,0,13
1906,0,7
1907,0,13
1908,0,10
1909,0,9
1910,0,11
1911,0,13
1912,0,31
1913,12,44
1914,0,54
1915,6,61
1916,12,49
1917,9,70
1918,8,67
1919,8,68
1920,7,65
1921,13,63
1922,15,59
1923,7,51
1924,11,44
1925,5,47
1926,7,43
1927,6,45
1928,0,50
1929,0,36
1930,5,40
1931,0,31
1932,12,41
1933,6,27
1934,0,25
1935,0,21
1936,0,27
1937,0,17
1938,5,25
1939,7,18
1940,0,14
1941,0,23
1942,0,30
1943,0,21
1944,0,22
1945,0,19
1946,0,24
1947,0,23
1948,0,13
1949,5,12
1950,0,15
1951,0,15
1952,5,17
1953,0,22
1954,0,16
1955,0,15
1956,0,7
1957,0,12
1958,0,12
1959,0,10
1960,0,11
1961,0,10
1962,0,7
1963,0,14
1964,0,13
1965,0,5
1966,0,5
1967,0,5
1968,0,13
1969,0,0
1970,0,8
1971,0,0
1972,0,5
1973,0,7
1974,0,8
1975,0,7
1976,0,0
1977,0,0
1978,0,0
1979,0,0
1980,0,5
1981,0,0
1982,0,0
1983,0,5
1984,0,0
1985,0,0
1986,0,0
1987,0,0
1988,0,0
1989,0,0
1990,0,0
1991,0,0
1992,0,0
1993,0,5
1994,0,0
1995,0,0
1996,0,0
1997,0,0
1998,0,0
1999,0,0
2000,0,5
2001,0,0
2002,0,0
2003,0,0
2004,0,0
2005,0,0
2006,0,0
2007,0,0
2008,0,0
2009,0,0
2010,0,0
2011,0,0
2012,0,0
2013,0,0
2014,0,0
2015,0,0
2016,0,0
2017,0,0
2018,0,0
2019,0,0
