year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,8,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,6,0
1899,5,0
1900,5,0
1901,0,0
1902,7,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,8,0
1910,0,0
1911,8,0
1912,5,0
1913,6,0
1914,10,0
1915,24,0
1916,15,0
1917,18,0
1918,18,0
1919,16,0
1920,21,0
1921,23,0
1922,16,0
1923,15,0
1924,21,0
1925,11,0
1926,19,0
1927,17,0
1928,15,0
1929,16,0
1930,15,0
1931,22,0
1932,17,0
1933,11,0
1934,27,0
1935,15,0
1936,22,0
1937,16,0
1938,22,0
1939,23,0
1940,34,0
1941,27,0
1942,17,0
1943,27,0
1944,29,0
1945,14,0
1946,28,0
1947,30,0
1948,35,0
1949,31,0
1950,31,0
1951,31,0
1952,36,0
1953,38,0
1954,29,0
1955,35,0
1956,29,0
1957,30,0
1958,40,0
1959,39,0
1960,45,0
1961,43,0
1962,39,0
1963,20,0
1964,30,0
1965,39,0
1966,30,0
1967,19,0
1968,23,0
1969,17,0
1970,19,0
1971,14,0
1972,13,0
1973,15,0
1974,13,0
1975,9,0
1976,15,0
1977,12,0
1978,15,0
1979,8,0
1980,9,0
1981,16,0
1982,0,0
1983,10,0
1984,6,0
1985,7,0
1986,7,0
1987,5,0
1988,10,0
1989,9,0
1990,8,0
1991,0,0
1992,8,0
1993,0,0
1994,0,0
1995,8,0
1996,0,0
1997,0,0
1998,0,0
1999,5,0
2000,0,0
2001,0,0
2002,5,0
2003,0,0
2004,0,0
2005,0,0
2006,0,0
2007,0,0
2008,0,0
2009,0,0
2010,0,0
2011,0,0
2012,0,0
2013,0,0
2014,0,0
2015,0,0
2016,0,0
2017,0,0
2018,0,0
2019,0,0
