year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,5,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,6,0
1891,0,0
1892,5,0
1893,8,0
1894,18,0
1895,12,0
1896,9,0
1897,8,0
1898,12,0
1899,8,0
1900,15,0
1901,12,0
1902,7,0
1903,6,0
1904,10,0
1905,12,0
1906,10,0
1907,21,0
1908,10,0
1909,8,0
1910,26,0
1911,66,0
1912,74,0
1913,38,5
1914,40,0
1915,53,0
1916,47,0
1917,48,0
1918,59,0
1919,57,0
1920,54,6
1921,58,0
1922,72,0
1923,79,6
1924,110,9
1925,89,0
1926,81,0
1927,87,0
1928,80,0
1929,58,0
1930,57,0
1931,33,0
1932,34,0
1933,31,0
1934,30,0
1935,30,0
1936,28,0
1937,28,0
1938,21,0
1939,52,0
1940,148,0
1941,93,0
1942,61,0
1943,50,0
1944,46,0
1945,48,0
1946,57,0
1947,50,0
1948,50,0
1949,33,0
1950,40,0
1951,47,0
1952,47,0
1953,35,0
1954,32,0
1955,25,0
1956,22,0
1957,38,0
1958,30,0
1959,25,0
1960,34,0
1961,31,0
1962,24,0
1963,20,0
1964,22,0
1965,11,0
1966,14,0
1967,22,0
1968,9,0
1969,12,0
1970,12,0
1971,10,0
1972,10,0
1973,8,0
1974,10,0
1975,15,0
1976,8,0
1977,15,0
1978,9,0
1979,20,0
1980,9,0
1981,11,0
1982,15,0
1983,8,0
1984,10,0
1985,9,0
1986,9,0
1987,18,0
1988,12,0
1989,12,0
1990,23,0
1991,33,0
1992,26,0
1993,35,0
1994,33,0
1995,31,0
1996,49,0
1997,37,0
1998,42,0
1999,46,0
2000,60,0
2001,57,0
2002,65,0
2003,96,0
2004,91,0
2005,100,0
2006,113,0
2007,104,0
2008,100,0
2009,151,0
2010,209,0
2011,175,0
2012,190,0
2013,204,0
2014,248,0
2015,241,0
2016,221,0
2017,219,0
2018,198,0
2019,192,0
