year,F,M
1880,0,6
1881,0,9
1882,0,13
1883,0,7
1884,0,6
1885,0,10
1886,0,16
1887,0,15
1888,0,12
1889,0,8
1890,0,8
1891,0,5
1892,0,5
1893,0,12
1894,0,17
1895,0,11
1896,0,13
1897,0,8
1898,0,6
1899,0,5
1900,0,14
1901,0,7
1902,0,16
1903,0,20
1904,0,12
1905,0,14
1906,0,11
1907,0,9
1908,0,8
1909,0,15
1910,0,8
1911,0,12
1912,0,23
1913,0,29
1914,0,41
1915,0,36
1916,0,47
1917,0,35
1918,0,51
1919,0,47
1920,0,47
1921,0,59
1922,0,53
1923,0,55
1924,0,61
1925,0,47
1926,0,37
1927,0,44
1928,0,52
1929,0,54
1930,0,52
1931,0,47
1932,5,40
1933,0,48
1934,0,46
1935,0,45
1936,0,51
1937,0,56
1938,0,45
1939,0,36
1940,0,51
1941,0,55
1942,0,59
1943,0,59
1944,0,48
1945,0,50
1946,0,54
1947,0,64
1948,0,51
1949,0,52
1950,0,45
1951,0,54
1952,0,61
1953,0,62
1954,0,65
1955,0,85
1956,0,103
1957,0,95
1958,0,81
1959,0,96
1960,0,118
1961,0,113
1962,0,121
1963,0,122
1964,0,131
1965,0,136
1966,0,215
1967,0,365
1968,0,320
1969,0,323
1970,0,260
1971,0,265
1972,0,224
1973,0,201
1974,0,177
1975,0,156
1976,0,133
1977,0,138
1978,0,126
1979,0,112
1980,0,80
1981,0,90
1982,0,70
1983,0,66
1984,0,72
1985,0,62
1986,0,62
1987,0,55
1988,0,48
1989,0,48
1990,0,60
1991,0,34
1992,0,48
1993,0,41
1994,0,31
1995,0,33
1996,0,36
1997,0,37
1998,0,28
1999,0,28
2000,0,38
2001,0,32
2002,0,18
2003,0,25
2004,0,26
2005,0,30
2006,0,36
2007,0,20
2008,0,23
2009,0,23
2010,0,24
2011,0,20
2012,0,29
2013,0,18
2014,0,26
2015,0,18
2016,0,12
2017,0,18
2018,0,14
2019,0,17
