year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,0,0
1945,0,0
1946,0,0
1947,0,0
1948,0,0
1949,0,0
1950,0,0
1951,0,0
1952,0,0
1953,0,0
1954,0,0
1955,0,0
1956,0,0
1957,0,0
1958,0,0
1959,0,0
1960,0,0
1961,0,0
1962,0,0
1963,0,0
1964,0,0
1965,0,0
1966,0,0
1967,0,0
1968,6,0
1969,9,0
1970,5,0
1971,8,0
1972,10,0
1973,13,0
1974,10,0
1975,9,9
1976,8,7
1977,8,0
1978,7,5
1979,11,5
1980,15,8
1981,5,5
1982,8,5
1983,11,5
1984,7,13
1985,10,12
1986,0,8
1987,8,16
1988,10,14
1989,8,14
1990,5,39
1991,8,38
1992,9,33
1993,18,31
1994,14,30
1995,8,52
1996,8,33
1997,0,44
1998,6,44
1999,5,44
2000,6,63
2001,0,55
2002,0,43
2003,0,57
2004,0,76
2005,0,91
2006,0,84
2007,0,84
2008,0,72
2009,0,50
2010,0,56
2011,0,47
2012,0,31
2013,0,39
2014,0,22
2015,0,17
2016,0,21
2017,0,15
2018,0,12
2019,0,13
