year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,0,0
1945,0,0
1946,0,0
1947,0,0
1948,0,0
1949,0,0
1950,0,0
1951,0,0
1952,0,0
1953,0,0
1954,0,0
1955,0,0
1956,0,0
1957,0,0
1958,0,0
1959,0,0
1960,0,0
1961,0,5
1962,0,0
1963,0,5
1964,0,5
1965,0,0
1966,0,0
1967,0,0
1968,0,7
1969,0,7
1970,0,11
1971,0,9
1972,0,11
1973,0,7
1974,0,6
1975,0,7
1976,0,7
1977,0,16
1978,0,23
1979,0,16
1980,0,19
1981,0,28
1982,0,49
1983,0,53
1984,0,81
1985,0,105
1986,5,118
1987,5,130
1988,0,166
1989,9,214
1990,15,338
1991,20,384
1992,28,530
1993,40,556
1994,33,544
1995,41,521
1996,38,468
1997,20,437
1998,39,425
1999,28,374
2000,26,331
2001,14,270
2002,19,200
2003,9,211
2004,9,165
2005,12,166
2006,6,147
2007,6,122
2008,8,117
2009,0,72
2010,0,76
2011,6,66
2012,0,56
2013,5,54
2014,5,52
2015,0,41
2016,5,38
2017,0,33
2018,0,25
2019,0,28
