year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,5,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,5,0
1936,0,0
1937,0,0
1938,0,0
1939,6,0
1940,7,0
1941,6,0
1942,0,0
1943,8,0
1944,0,0
1945,0,0
1946,7,0
1947,6,0
1948,8,0
1949,0,0
1950,18,0
1951,0,0
1952,11,0
1953,6,0
1954,7,0
1955,11,0
1956,10,0
1957,13,0
1958,13,0
1959,12,0
1960,16,0
1961,21,0
1962,19,0
1963,21,0
1964,23,0
1965,18,0
1966,19,0
1967,17,0
1968,20,0
1969,18,0
1970,10,0
1971,21,0
1972,13,0
1973,8,0
1974,11,0
1975,7,0
1976,16,0
1977,7,0
1978,11,0
1979,8,0
1980,6,0
1981,5,0
1982,0,0
1983,11,0
1984,8,0
1985,17,0
1986,20,0
1987,14,0
1988,16,0
1989,10,0
1990,15,0
1991,15,0
1992,5,0
1993,7,0
1994,15,0
1995,8,0
1996,12,0
1997,13,0
1998,7,0
1999,10,0
2000,12,0
2001,14,0
2002,7,0
2003,12,0
2004,12,0
2005,8,0
2006,10,0
2007,5,0
2008,9,0
2009,18,0
2010,15,0
2011,10,0
2012,7,0
2013,6,0
2014,9,0
2015,10,0
2016,8,0
2017,9,0
2018,0,0
2019,6,0
