year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,7,0
1943,9,0
1944,14,0
1945,7,0
1946,12,0
1947,16,0
1948,13,0
1949,9,0
1950,17,0
1951,11,0
1952,11,0
1953,8,0
1954,11,0
1955,13,0
1956,11,0
1957,8,0
1958,16,0
1959,14,0
1960,24,0
1961,32,0
1962,174,5
1963,213,6
1964,442,7
1965,566,0
1966,1208,5
1967,1644,7
1968,1831,5
1969,2348,9
1970,4000,14
1971,5413,20
1972,4846,26
1973,5500,28
1974,6478,30
1975,6918,36
1976,7485,22
1977,7206,27
1978,7700,26
1979,9611,40
1980,16230,63
1981,16413,75
1982,17174,55
1983,15961,56
1984,15859,65
1985,13680,54
1986,14483,64
1987,14742,50
1988,18364,72
1989,15717,114
1990,13159,47
1991,11155,24
1992,9720,26
1993,8585,23
1994,8096,16
1995,6935,19
1996,6157,7
1997,5221,8
1998,4612,11
1999,3888,7
2000,3305,5
2001,2690,0
2002,2398,0
2003,2258,0
2004,1955,17
2005,1766,0
2006,1644,0
2007,1622,0
2008,1375,0
2009,1168,0
2010,1029,0
2011,919,0
2012,848,0
2013,705,0
2014,726,0
2015,649,0
2016,558,0
2017,518,0
2018,420,0
2019,413,0
