year,Boys,Girls
1880,7,9
1881,8,8
1882,10,12
1883,7,14
1884,16,7
1885,11,8
1886,15,8
1887,19,10
1888,17,9
1889,18,8
1890,12,12
1891,21,11
1892,25,9
1893,19,11
1894,17,12
1895,25,14
1896,24,12
1897,28,11
1898,25,16
1899,16,10
1900,22,14
1901,19,18
1902,35,24
1903,29,18
1904,31,27
1905,34,23
1906,27,17
1907,31,29
1908,24,34
1909,44,22
1910,29,35
1911,36,31
1912,53,50
1913,50,62
1914,64,81
1915,98,91
1916,98,96
1917,91,89
1918,105,87
1919,109,92
1920,98,97
1921,96,107
1922,102,109
1923,75,92
1924,111,97
1925,102,98
1926,90,104
1927,58,109
1928,62,92
1929,71,75
1930,55,90
1931,43,85
1932,41,76
1933,39,62
1934,39,55
1935,39,71
1936,30,73
1937,33,40
1938,19,64
1939,27,64
1940,32,38
1941,34,39
1942,26,45
1943,33,61
1944,27,44
1945,53,48
1946,31,43
1947,35,39
1948,33,47
1949,22,36
1950,31,41
1951,18,46
1952,18,41
1953,18,33
1954,16,31
1955,23,33
1956,11,39
1957,20,37
1958,11,36
1959,8,35
1960,7,42
1961,16,35
1962,12,26
1963,8,33
1964,13,38
1965,0,43
1966,6,23
1967,0,29
1968,0,24
1969,5,29
1970,7,28
1971,0,23
1972,0,26
1973,0,27
1974,0,32
1975,6,57
1976,0,58
1977,0,51
1978,0,46
1979,6,38
1980,0,36
1981,0,31
1982,0,33
1983,0,27
1984,0,23
1985,0,76
1986,0,85
1987,0,75
1988,0,77
1989,0,77
1990,0,66
1991,5,61
1992,0,59
1993,0,50
1994,0,54
1995,0,56
1996,0,53
1997,0,62
1998,0,63
1999,0,76
2000,0,101
2001,0,84
2002,5,98
2003,0,109
2004,0,133
2005,0,139
2006,0,156
2007,0,191
2008,0,188
2009,0,186
2010,0,221
2011,0,245
2012,0,287
2013,0,363
2014,0,550
2015,0,765
2016,11,952
2017,7,1230
2018,7,1549
2019,31,2002
