year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,9,0
1884,5,0
1885,9,0
1886,0,0
1887,5,0
1888,8,0
1889,11,0
1890,15,0
1891,16,0
1892,20,0
1893,12,0
1894,23,0
1895,13,0
1896,13,0
1897,15,0
1898,19,0
1899,14,0
1900,23,0
1901,14,0
1902,18,0
1903,16,0
1904,16,0
1905,19,0
1906,27,0
1907,21,0
1908,21,0
1909,26,0
1910,37,0
1911,27,0
1912,43,0
1913,57,0
1914,49,0
1915,67,0
1916,72,0
1917,55,0
1918,60,0
1919,52,0
1920,56,0
1921,48,0
1922,41,0
1923,61,0
1924,44,0
1925,37,0
1926,47,0
1927,36,0
1928,40,0
1929,24,0
1930,26,0
1931,24,0
1932,23,0
1933,21,0
1934,24,0
1935,20,0
1936,19,0
1937,15,0
1938,16,0
1939,16,0
1940,11,0
1941,19,0
1942,12,0
1943,21,0
1944,12,0
1945,10,0
1946,14,0
1947,19,0
1948,7,0
1949,13,0
1950,10,0
1951,9,0
1952,9,0
1953,17,0
1954,8,0
1955,10,0
1956,15,0
1957,9,0
1958,8,0
1959,6,0
1960,7,0
1961,0,0
1962,5,0
1963,6,0
1964,6,0
1965,5,0
1966,6,0
1967,0,0
1968,7,0
1969,0,0
1970,7,0
1971,0,0
1972,5,0
1973,7,0
1974,5,0
1975,0,0
1976,5,0
1977,0,0
1978,6,0
1979,0,0
1980,0,0
1981,0,0
1982,5,0
1983,0,0
1984,0,0
1985,0,0
1986,0,0
1987,0,0
1988,0,0
1989,0,0
1990,0,0
1991,0,0
1992,0,0
1993,5,0
1994,0,0
1995,0,0
1996,0,0
1997,0,0
1998,0,0
1999,7,0
2000,7,0
2001,8,0
2002,5,0
2003,5,0
2004,9,0
2005,7,0
2006,8,0
2007,15,0
2008,11,0
2009,8,0
2010,10,0
2011,19,0
2012,21,0
2013,25,0
2014,20,0
2015,22,0
2016,22,0
2017,29,0
2018,33,0
2019,27,0
