year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,6
1913,0,0
1914,0,8
1915,0,9
1916,0,17
1917,0,5
1918,0,8
1919,0,0
1920,0,6
1921,0,5
1922,0,8
1923,0,12
1924,0,5
1925,0,7
1926,0,5
1927,0,6
1928,0,0
1929,0,5
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,6
1935,0,0
1936,0,8
1937,0,0
1938,0,6
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,5
1944,0,5
1945,0,8
1946,0,7
1947,0,7
1948,0,6
1949,0,6
1950,0,0
1951,0,10
1952,0,9
1953,0,0
1954,0,5
1955,0,0
1956,0,0
1957,0,6
1958,0,5
1959,0,7
1960,0,29
1961,0,25
1962,0,15
1963,0,29
1964,0,23
1965,0,32
1966,0,29
1967,0,30
1968,0,39
1969,0,44
1970,0,54
1971,0,113
1972,0,81
1973,0,64
1974,0,80
1975,5,87
1976,6,85
1977,0,92
1978,0,86
1979,5,62
1980,0,61
1981,5,76
1982,0,51
1983,0,64
1984,0,44
1985,6,62
1986,7,69
1987,9,73
1988,0,78
1989,10,76
1990,14,112
1991,16,130
1992,30,227
1993,26,236
1994,31,260
1995,23,246
1996,31,307
1997,35,345
1998,46,411
1999,38,492
2000,60,547
2001,42,563
2002,52,535
2003,48,644
2004,51,700
2005,50,759
2006,36,710
2007,35,711
2008,41,672
2009,25,636
2010,30,717
2011,27,724
2012,21,769
2013,24,880
2014,27,803
2015,31,738
2016,21,690
2017,52,681
2018,38,580
2019,28,693
