year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,6
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,8,0
1936,0,0
1937,8,0
1938,0,0
1939,9,0
1940,0,0
1941,8,0
1942,6,0
1943,12,0
1944,15,0
1945,12,0
1946,13,0
1947,25,0
1948,38,5
1949,30,0
1950,18,0
1951,33,0
1952,27,0
1953,17,0
1954,24,0
1955,7,0
1956,15,0
1957,17,0
1958,15,0
1959,14,5
1960,10,0
1961,15,0
1962,12,0
1963,12,0
1964,27,0
1965,12,0
1966,16,0
1967,16,0
1968,13,0
1969,13,0
1970,24,0
1971,20,0
1972,32,0
1973,14,0
1974,25,0
1975,18,0
1976,18,0
1977,17,0
1978,19,0
1979,17,0
1980,10,0
1981,15,0
1982,14,0
1983,13,0
1984,12,7
1985,0,0
1986,11,0
1987,11,0
1988,11,12
1989,5,9
1990,9,8
1991,6,16
1992,12,16
1993,0,15
1994,7,13
1995,6,21
1996,6,16
1997,9,27
1998,9,28
1999,8,24
2000,10,30
2001,10,26
2002,9,19
2003,6,21
2004,7,18
2005,7,25
2006,5,14
2007,9,13
2008,7,23
2009,7,12
2010,5,9
2011,6,15
2012,0,11
2013,0,11
2014,0,10
2015,0,9
2016,0,7
2017,0,7
2018,0,6
2019,0,5
