year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,9
1906,0,0
1907,0,8
1908,0,8
1909,0,0
1910,0,5
1911,0,6
1912,0,9
1913,0,10
1914,0,15
1915,0,12
1916,0,10
1917,0,20
1918,0,17
1919,0,8
1920,0,14
1921,0,22
1922,0,17
1923,0,19
1924,0,14
1925,0,19
1926,0,17
1927,0,19
1928,7,20
1929,0,22
1930,0,15
1931,0,10
1932,0,10
1933,0,16
1934,0,12
1935,0,16
1936,0,13
1937,0,10
1938,0,17
1939,0,22
1940,0,13
1941,0,16
1942,0,15
1943,0,22
1944,0,15
1945,0,22
1946,0,22
1947,0,28
1948,0,29
1949,0,25
1950,0,27
1951,0,26
1952,0,26
1953,0,28
1954,0,21
1955,0,30
1956,8,28
1957,6,29
1958,0,37
1959,0,29
1960,6,36
1961,5,29
1962,6,23
1963,7,34
1964,8,25
1965,0,46
1966,9,31
1967,5,27
1968,7,26
1969,11,38
1970,11,45
1971,9,58
1972,11,60
1973,10,55
1974,19,85
1975,20,135
1976,19,176
1977,30,161
1978,21,141
1979,20,236
1980,26,162
1981,16,155
1982,14,156
1983,13,173
1984,14,129
1985,10,197
1986,16,169
1987,16,169
1988,11,182
1989,30,260
1990,20,324
1991,21,384
1992,22,440
1993,36,358
1994,25,359
1995,22,424
1996,24,463
1997,20,505
1998,17,600
1999,18,531
2000,20,466
2001,10,422
2002,9,383
2003,5,404
2004,10,349
2005,10,321
2006,5,318
2007,6,375
2008,8,321
2009,0,279
2010,0,243
2011,6,209
2012,0,209
2013,0,206
2014,0,207
2015,0,203
2016,0,194
2017,0,187
2018,0,155
2019,0,144
