year,F,M
1880,0,0
1881,0,0
1882,0,5
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,7
1896,0,0
1897,0,0
1898,0,5
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,5,0
1905,6,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,5,0
1914,0,7
1915,7,5
1916,7,5
1917,5,8
1918,6,11
1919,14,8
1920,0,10
1921,6,5
1922,6,5
1923,0,10
1924,7,6
1925,10,10
1926,0,5
1927,0,9
1928,8,0
1929,7,0
1930,0,0
1931,5,0
1932,0,0
1933,7,0
1934,0,0
1935,0,0
1936,10,0
1937,0,0
1938,5,0
1939,7,0
1940,0,0
1941,0,0
1942,0,0
1943,7,0
1944,0,0
1945,0,0
1946,7,6
1947,0,6
1948,0,0
1949,0,0
1950,0,6
1951,0,0
1952,0,0
1953,0,0
1954,0,0
1955,0,0
1956,6,0
1957,0,0
1958,0,0
1959,0,0
1960,0,0
1961,0,0
1962,0,0
1963,0,0
1964,0,0
1965,0,0
1966,0,0
1967,0,0
1968,0,0
1969,6,0
1970,0,0
1971,0,0
1972,0,0
1973,0,6
1974,0,0
1975,0,0
1976,0,0
1977,0,0
1978,0,0
1979,0,0
1980,0,5
1981,0,5
1982,9,7
1983,0,0
1984,6,6
1985,0,0
1986,0,0
1987,0,5
1988,0,6
1989,0,5
1990,5,5
1991,0,8
1992,6,5
1993,6,12
1994,12,20
1995,21,19
1996,12,17
1997,8,16
1998,9,26
1999,14,26
2000,9,26
2001,15,33
2002,15,16
2003,20,23
2004,23,23
2005,26,26
2006,25,19
2007,30,45
2008,22,40
2009,33,35
2010,29,41
2011,41,28
2012,46,53
2013,42,50
2014,49,62
2015,38,57
2016,31,44
2017,33,60
2018,79,96
2019,144,148
