year,Boys,Girls
1880,0,0
1881,0,0
1882,7,0
1883,0,0
1884,0,0
1885,0,0
1886,7,0
1887,0,0
1888,8,0
1889,6,0
1890,8,0
1891,6,0
1892,8,0
1893,6,0
1894,13,0
1895,9,0
1896,5,0
1897,11,0
1898,5,0
1899,19,0
1900,9,0
1901,8,0
1902,10,0
1903,8,0
1904,6,0
1905,9,0
1906,5,0
1907,17,0
1908,5,0
1909,14,0
1910,7,0
1911,6,0
1912,17,0
1913,24,0
1914,15,0
1915,19,0
1916,31,0
1917,24,0
1918,35,0
1919,39,0
1920,39,0
1921,25,0
1922,34,0
1923,25,0
1924,37,0
1925,27,0
1926,25,0
1927,30,0
1928,21,0
1929,23,0
1930,24,0
1931,19,0
1932,16,0
1933,20,0
1934,14,0
1935,18,0
1936,12,0
1937,18,0
1938,12,0
1939,13,0
1940,13,0
1941,15,0
1942,13,0
1943,11,0
1944,9,0
1945,9,0
1946,12,0
1947,11,0
1948,20,0
1949,12,0
1950,11,0
1951,8,0
1952,13,0
1953,10,0
1954,6,0
1955,10,0
1956,8,0
1957,11,0
1958,6,0
1959,9,0
1960,9,0
1961,6,0
1962,0,0
1963,7,0
1964,0,0
1965,5,0
1966,0,0
1967,0,0
1968,7,0
1969,0,0
1970,5,0
1971,0,0
1972,0,0
1973,5,0
1974,0,0
1975,0,0
1976,0,0
1977,0,0
1978,0,0
1979,0,0
1980,0,0
1981,0,0
1982,0,0
1983,0,0
1984,0,0
1985,0,0
1986,0,0
1987,0,0
1988,0,0
1989,0,0
1990,0,0
1991,0,0
1992,0,0
1993,0,0
1994,0,0
1995,0,0
1996,0,0
1997,0,0
1998,0,0
1999,0,0
2000,6,0
2001,5,0
2002,0,0
2003,12,0
2004,13,0
2005,20,0
2006,21,0
2007,21,0
2008,28,0
2009,37,0
2010,28,0
2011,26,0
2012,26,0
2013,26,0
2014,33,0
2015,30,0
2016,29,0
2017,36,0
2018,31,0
2019,43,0
