year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,5
1914,0,10
1915,11,10
1916,5,11
1917,8,16
1918,9,27
1919,15,23
1920,17,25
1921,8,23
1922,13,18
1923,9,15
1924,12,24
1925,14,27
1926,11,23
1927,12,21
1928,12,15
1929,10,24
1930,0,21
1931,12,21
1932,5,17
1933,7,14
1934,8,20
1935,7,9
1936,7,17
1937,9,16
1938,7,17
1939,6,19
1940,8,12
1941,13,9
1942,6,14
1943,8,12
1944,5,12
1945,0,11
1946,7,16
1947,14,18
1948,6,20
1949,12,19
1950,14,20
1951,12,25
1952,10,20
1953,8,15
1954,5,17
1955,11,20
1956,11,14
1957,13,16
1958,7,21
1959,16,18
1960,8,13
1961,11,14
1962,7,12
1963,8,14
1964,10,18
1965,6,11
1966,0,7
1967,6,8
1968,0,12
1969,6,8
1970,0,7
1971,5,10
1972,0,0
1973,0,0
1974,0,0
1975,0,0
1976,0,5
1977,0,6
1978,0,8
1979,0,5
1980,0,0
1981,0,5
1982,0,5
1983,0,0
1984,0,0
1985,0,0
1986,0,0
1987,0,0
1988,0,0
1989,0,0
1990,0,0
1991,0,0
1992,0,0
1993,0,0
1994,0,0
1995,0,0
1996,0,0
1997,0,0
1998,0,0
1999,0,0
2000,0,0
2001,0,0
2002,0,0
2003,0,0
2004,0,0
2005,0,0
2006,0,0
2007,0,0
2008,0,0
2009,0,0
2010,0,0
2011,0,0
2012,0,0
2013,0,0
2014,0,0
2015,0,0
2016,0,0
2017,0,0
2018,0,0
2019,0,0
