year,F,M
1880,5,0
1881,5,0
1882,7,0
1883,7,0
1884,5,0
1885,8,0
1886,6,0
1887,6,0
1888,13,0
1889,15,0
1890,8,0
1891,7,0
1892,26,0
1893,9,0
1894,13,0
1895,15,0
1896,13,0
1897,8,0
1898,13,0
1899,5,0
1900,14,0
1901,11,0
1902,12,0
1903,13,0
1904,17,0
1905,15,0
1906,11,0
1907,12,0
1908,17,0
1909,15,0
1910,5,0
1911,16,0
1912,19,0
1913,17,0
1914,15,0
1915,20,0
1916,22,0
1917,21,0
1918,23,0
1919,24,0
1920,14,0
1921,27,0
1922,18,0
1923,22,0
1924,15,0
1925,16,0
1926,16,0
1927,13,0
1928,10,0
1929,12,0
1930,11,0
1931,9,0
1932,16,0
1933,8,0
1934,10,0
1935,15,0
1936,9,0
1937,9,0
1938,10,0
1939,14,0
1940,17,0
1941,11,0
1942,7,0
1943,15,0
1944,0,0
1945,5,0
1946,6,0
1947,16,0
1948,7,0
1949,8,0
1950,8,0
1951,8,0
1952,7,0
1953,8,0
1954,0,0
1955,14,0
1956,13,0
1957,8,0
1958,15,0
1959,9,0
1960,6,0
1961,0,0
1962,6,0
1963,11,0
1964,6,0
1965,0,0
1966,0,0
1967,0,0
1968,0,0
1969,0,0
1970,5,0
1971,0,0
1972,0,0
1973,0,0
1974,0,0
1975,0,0
1976,0,0
1977,0,0
1978,0,0
1979,0,0
1980,0,0
1981,0,0
1982,0,0
1983,0,0
1984,0,0
1985,0,0
1986,0,0
1987,0,0
1988,0,0
1989,0,0
1990,0,0
1991,0,0
1992,0,0
1993,0,0
1994,0,0
1995,0,0
1996,0,0
1997,0,0
1998,0,0
1999,0,0
2000,0,0
2001,0,0
2002,0,0
2003,0,0
2004,0,0
2005,0,0
2006,6,0
2007,0,0
2008,0,0
2009,0,0
2010,0,0
2011,5,0
2012,0,0
2013,0,0
2014,0,0
2015,0,0
2016,0,0
2017,0,0
2018,0,0
2019,0,0
