year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,5,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,8,0
1914,15,0
1915,9,0
1916,22,0
1917,24,0
1918,28,0
1919,17,0
1920,23,0
1921,22,0
1922,22,0
1923,18,0
1924,32,0
1925,21,0
1926,28,0
1927,27,0
1928,27,0
1929,19,0
1930,28,0
1931,19,0
1932,22,0
1933,22,0
1934,24,0
1935,25,0
1936,29,0
1937,28,0
1938,21,0
1939,26,0
1940,24,0
1941,12,0
1942,22,0
1943,20,0
1944,12,0
1945,17,0
1946,10,0
1947,20,0
1948,23,0
1949,14,0
1950,19,0
1951,14,0
1952,18,0
1953,14,0
1954,16,0
1955,14,0
1956,16,0
1957,19,0
1958,18,0
1959,15,0
1960,9,0
1961,24,0
1962,12,0
1963,14,0
1964,10,0
1965,15,0
1966,13,0
1967,10,0
1968,19,0
1969,15,0
1970,18,0
1971,29,0
1972,18,0
1973,19,0
1974,15,0
1975,7,0
1976,15,0
1977,16,0
1978,15,0
1979,10,0
1980,7,0
1981,16,0
1982,16,0
1983,6,0
1984,11,0
1985,0,0
1986,5,0
1987,10,0
1988,16,0
1989,10,0
1990,8,0
1991,6,0
1992,7,0
1993,6,0
1994,7,0
1995,0,0
1996,7,0
1997,6,0
1998,6,0
1999,5,0
2000,0,0
2001,0,0
2002,10,0
2003,6,0
2004,6,0
2005,6,0
2006,5,0
2007,6,0
2008,12,0
2009,8,0
2010,5,0
2011,14,0
2012,7,0
2013,11,0
2014,9,0
2015,0,0
2016,7,0
2017,7,0
2018,0,0
2019,0,0
