year,Girls,Boys
1880,0,0
1881,0,0
1882,0,10
1883,0,0
1884,0,10
1885,0,5
1886,0,0
1887,0,0
1888,0,6
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,7
1894,0,7
1895,0,5
1896,0,7
1897,0,0
1898,0,0
1899,0,0
1900,0,6
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,7
1906,0,5
1907,0,0
1908,0,0
1909,0,6
1910,0,8
1911,0,9
1912,0,20
1913,0,31
1914,0,30
1915,0,47
1916,0,49
1917,0,51
1918,0,49
1919,0,46
1920,0,55
1921,0,62
1922,0,45
1923,0,46
1924,0,48
1925,0,54
1926,0,61
1927,0,46
1928,0,46
1929,0,41
1930,0,34
1931,0,30
1932,0,39
1933,0,28
1934,0,31
1935,0,36
1936,0,33
1937,0,25
1938,0,40
1939,0,28
1940,0,45
1941,0,34
1942,0,43
1943,0,35
1944,0,33
1945,0,32
1946,0,24
1947,0,29
1948,0,32
1949,0,33
1950,0,29
1951,0,19
1952,0,31
1953,0,30
1954,0,30
1955,0,31
1956,0,32
1957,0,25
1958,0,35
1959,0,20
1960,0,34
1961,0,24
1962,0,31
1963,0,26
1964,0,19
1965,0,21
1966,0,24
1967,0,16
1968,0,20
1969,0,19
1970,0,15
1971,0,21
1972,0,14
1973,0,10
1974,0,17
1975,0,14
1976,0,10
1977,0,11
1978,0,14
1979,0,13
1980,0,17
1981,0,14
1982,0,7
1983,0,8
1984,0,10
1985,0,8
1986,0,9
1987,0,14
1988,0,10
1989,0,9
1990,0,14
1991,0,6
1992,0,16
1993,0,11
1994,0,18
1995,0,18
1996,0,23
1997,0,32
1998,0,28
1999,0,49
2000,0,48
2001,0,44
2002,0,41
2003,0,50
2004,0,63
2005,0,66
2006,0,66
2007,0,91
2008,0,113
2009,0,111
2010,0,117
2011,0,126
2012,0,140
2013,0,130
2014,0,163
2015,0,163
2016,0,131
2017,0,166
2018,0,147
2019,0,109
