year,Girls,Boys
1880,0,5
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,6
1889,0,0
1890,0,0
1891,0,0
1892,0,7
1893,5,0
1894,0,0
1895,0,0
1896,0,5
1897,9,5
1898,8,0
1899,0,6
1900,7,6
1901,8,0
1902,9,5
1903,6,0
1904,8,7
1905,8,13
1906,0,8
1907,8,9
1908,15,10
1909,14,16
1910,17,17
1911,24,24
1912,18,54
1913,34,67
1914,53,87
1915,68,135
1916,64,143
1917,100,154
1918,128,190
1919,112,219
1920,131,236
1921,140,253
1922,119,271
1923,131,287
1924,145,290
1925,127,256
1926,143,245
1927,142,274
1928,125,264
1929,118,252
1930,128,262
1931,104,251
1932,120,246
1933,105,226
1934,105,248
1935,112,209
1936,94,174
1937,87,203
1938,98,188
1939,73,170
1940,83,174
1941,95,155
1942,104,151
1943,80,148
1944,94,130
1945,112,120
1946,113,128
1947,122,126
1948,112,127
1949,93,120
1950,83,127
1951,95,85
1952,132,114
1953,103,103
1954,140,84
1955,176,109
1956,161,99
1957,185,90
1958,161,80
1959,163,69
1960,142,95
1961,116,72
1962,108,66
1963,113,56
1964,97,53
1965,72,54
1966,66,61
1967,70,49
1968,57,48
1969,43,48
1970,59,38
1971,45,38
1972,33,36
1973,28,33
1974,32,32
1975,31,22
1976,23,29
1977,27,21
1978,6,13
1979,15,19
1980,16,21
1981,14,25
1982,11,17
1983,13,15
1984,12,20
1985,8,17
1986,15,25
1987,10,21
1988,16,20
1989,11,19
1990,15,25
1991,12,15
1992,8,18
1993,7,23
1994,5,12
1995,0,19
1996,0,21
1997,6,10
1998,0,12
1999,0,17
2000,0,25
2001,0,22
2002,0,24
2003,0,21
2004,0,20
2005,0,22
2006,7,23
2007,0,19
2008,0,24
2009,0,28
2010,0,29
2011,0,20
2012,0,17
2013,0,25
2014,0,24
2015,0,20
2016,0,23
2017,0,20
2018,0,19
2019,0,20
