year,Boys,Girls
1880,0,5
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,5
1890,0,0
1891,0,8
1892,0,5
1893,0,0
1894,0,5
1895,0,0
1896,0,5
1897,0,8
1898,0,6
1899,0,0
1900,0,7
1901,0,0
1902,0,6
1903,0,5
1904,0,5
1905,0,9
1906,0,6
1907,0,8
1908,0,9
1909,0,8
1910,0,0
1911,0,8
1912,0,26
1913,0,44
1914,0,49
1915,0,62
1916,0,68
1917,0,42
1918,0,58
1919,0,48
1920,0,60
1921,0,64
1922,0,56
1923,0,67
1924,0,58
1925,0,60
1926,0,65
1927,0,57
1928,0,53
1929,0,59
1930,0,56
1931,0,49
1932,0,47
1933,0,42
1934,0,42
1935,0,49
1936,0,36
1937,0,36
1938,0,43
1939,0,43
1940,0,46
1941,0,64
1942,0,55
1943,0,60
1944,0,49
1945,0,52
1946,0,75
1947,5,79
1948,8,67
1949,0,88
1950,14,75
1951,10,63
1952,6,67
1953,14,83
1954,13,56
1955,9,66
1956,13,72
1957,16,66
1958,16,60
1959,25,57
1960,32,57
1961,24,52
1962,17,68
1963,22,65
1964,25,95
1965,25,111
1966,30,92
1967,22,59
1968,20,49
1969,28,64
1970,32,58
1971,26,44
1972,25,61
1973,27,41
1974,22,52
1975,22,37
1976,31,38
1977,33,39
1978,33,37
1979,26,38
1980,53,45
1981,48,42
1982,28,36
1983,53,44
1984,64,35
1985,52,31
1986,80,38
1987,78,35
1988,73,24
1989,107,32
1990,98,18
1991,70,22
1992,91,24
1993,82,22
1994,87,20
1995,71,23
1996,67,19
1997,62,14
1998,53,16
1999,70,17
2000,53,15
2001,58,7
2002,53,9
2003,53,11
2004,37,7
2005,33,9
2006,33,0
2007,42,6
2008,21,5
2009,28,6
2010,15,8
2011,20,0
2012,19,8
2013,11,8
2014,20,0
2015,17,6
2016,16,13
2017,12,6
2018,15,9
2019,9,5
