year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,7,0
1913,0,0
1914,7,0
1915,0,0
1916,6,7
1917,43,8
1918,150,14
1919,25,0
1920,20,0
1921,23,5
1922,11,0
1923,8,0
1924,8,0
1925,6,0
1926,8,0
1927,7,0
1928,0,0
1929,5,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,5,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,5,0
1942,9,0
1943,0,0
1944,0,0
1945,0,0
1946,0,0
1947,0,0
1948,0,0
1949,0,0
1950,5,0
1951,0,0
1952,0,0
1953,0,0
1954,0,0
1955,0,0
1956,0,0
1957,5,5
1958,0,0
1959,0,0
1960,0,0
1961,5,0
1962,6,0
1963,5,0
1964,9,0
1965,5,0
1966,9,0
1967,7,0
1968,0,0
1969,0,0
1970,20,11
1971,30,5
1972,30,9
1973,32,11
1974,75,10
1975,97,8
1976,321,16
1977,68,5
1978,72,0
1979,64,0
1980,70,0
1981,55,0
1982,43,5
1983,52,0
1984,30,6
1985,37,0
1986,104,0
1987,44,0
1988,44,0
1989,41,6
1990,59,0
1991,57,6
1992,69,0
1993,71,0
1994,68,0
1995,113,0
1996,84,0
1997,102,0
1998,139,0
1999,177,0
2000,192,0
2001,321,0
2002,584,6
2003,578,0
2004,749,5
2005,622,0
2006,552,0
2007,469,0
2008,496,0
2009,585,0
2010,593,0
2011,513,0
2012,490,0
2013,562,0
2014,545,0
2015,561,0
2016,576,0
2017,533,6
2018,531,0
2019,440,0
