year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,9,0
1902,0,0
1903,16,0
1904,8,0
1905,7,0
1906,7,5
1907,15,0
1908,11,0
1909,19,0
1910,16,0
1911,16,11
1912,31,9
1913,26,12
1914,28,15
1915,60,23
1916,63,17
1917,51,12
1918,66,21
1919,77,22
1920,74,25
1921,83,22
1922,91,17
1923,74,22
1924,77,29
1925,90,19
1926,80,18
1927,73,21
1928,91,21
1929,65,10
1930,80,21
1931,77,25
1932,98,12
1933,107,23
1934,78,16
1935,77,7
1936,75,16
1937,61,12
1938,92,15
1939,77,17
1940,70,14
1941,62,12
1942,82,14
1943,59,15
1944,71,12
1945,65,7
1946,64,11
1947,74,9
1948,69,15
1949,64,8
1950,61,8
1951,63,16
1952,38,9
1953,54,6
1954,37,8
1955,38,9
1956,34,10
1957,34,5
1958,53,6
1959,34,5
1960,32,6
1961,34,0
1962,23,9
1963,13,8
1964,11,0
1965,14,0
1966,19,5
1967,13,5
1968,12,0
1969,13,7
1970,8,5
1971,10,0
1972,6,5
1973,0,0
1974,0,5
1975,5,0
1976,0,0
1977,0,6
1978,0,0
1979,5,0
1980,6,0
1981,7,0
1982,0,0
1983,0,0
1984,0,0
1985,0,0
1986,0,0
1987,0,0
1988,0,0
1989,0,0
1990,0,0
1991,0,0
1992,0,0
1993,0,0
1994,0,0
1995,0,0
1996,0,0
1997,0,0
1998,0,0
1999,0,0
2000,0,0
2001,0,0
2002,0,0
2003,0,0
2004,0,0
2005,0,0
2006,0,0
2007,0,0
2008,0,0
2009,0,0
2010,0,0
2011,0,0
2012,0,0
2013,0,0
2014,0,0
2015,0,0
2016,0,0
2017,0,0
2018,0,0
2019,0,0
