year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,5,0
1922,0,0
1923,0,0
1924,5,0
1925,0,0
1926,0,0
1927,5,0
1928,12,0
1929,14,0
1930,15,0
1931,17,0
1932,30,0
1933,26,0
1934,61,0
1935,62,0
1936,62,0
1937,61,0
1938,55,0
1939,70,0
1940,66,0
1941,79,0
1942,74,0
1943,72,0
1944,79,0
1945,66,0
1946,102,0
1947,116,0
1948,93,0
1949,120,0
1950,140,0
1951,155,0
1952,202,0
1953,1197,0
1954,1638,6
1955,1356,0
1956,1201,0
1957,994,0
1958,908,0
1959,830,0
1960,730,0
1961,729,0
1962,564,0
1963,458,0
1964,433,0
1965,344,0
1966,258,0
1967,203,0
1968,207,0
1969,190,0
1970,168,0
1971,127,0
1972,88,0
1973,84,0
1974,65,0
1975,56,0
1976,48,0
1977,59,0
1978,42,0
1979,26,0
1980,40,0
1981,27,0
1982,27,0
1983,22,0
1984,25,0
1985,23,0
1986,23,0
1987,19,0
1988,19,0
1989,16,0
1990,20,0
1991,11,0
1992,18,0
1993,17,0
1994,11,0
1995,15,0
1996,6,0
1997,11,0
1998,6,0
1999,15,0
2000,11,0
2001,14,0
2002,13,0
2003,11,0
2004,7,0
2005,10,0
2006,11,0
2007,6,0
2008,15,0
2009,10,0
2010,8,0
2011,5,0
2012,19,0
2013,10,0
2014,6,0
2015,7,0
2016,11,0
2017,11,0
2018,13,0
2019,10,0
