year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,5,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,10,0
1910,0,0
1911,7,0
1912,10,0
1913,13,0
1914,5,0
1915,11,0
1916,0,0
1917,15,0
1918,13,0
1919,11,0
1920,10,0
1921,11,0
1922,17,0
1923,14,0
1924,15,0
1925,17,0
1926,13,0
1927,15,0
1928,8,0
1929,12,0
1930,11,0
1931,11,0
1932,11,0
1933,0,0
1934,10,0
1935,12,0
1936,6,0
1937,7,0
1938,17,0
1939,10,0
1940,9,0
1941,9,0
1942,10,0
1943,12,0
1944,16,0
1945,8,0
1946,7,0
1947,11,0
1948,16,0
1949,13,0
1950,10,0
1951,9,0
1952,10,0
1953,9,0
1954,15,0
1955,19,0
1956,11,0
1957,10,0
1958,5,0
1959,18,0
1960,6,0
1961,13,0
1962,12,0
1963,8,0
1964,11,0
1965,6,0
1966,0,0
1967,11,0
1968,7,0
1969,9,0
1970,10,0
1971,9,0
1972,5,0
1973,11,0
1974,9,0
1975,5,0
1976,0,0
1977,7,0
1978,8,0
1979,0,0
1980,9,0
1981,0,0
1982,0,0
1983,0,0
1984,8,0
1985,0,0
1986,5,0
1987,0,0
1988,6,0
1989,5,0
1990,0,0
1991,0,0
1992,0,0
1993,0,0
1994,0,0
1995,0,0
1996,0,0
1997,0,0
1998,0,0
1999,0,0
2000,5,0
2001,8,0
2002,0,0
2003,0,0
2004,0,0
2005,0,0
2006,0,0
2007,7,0
2008,0,0
2009,12,0
2010,10,0
2011,12,0
2012,8,0
2013,10,0
2014,10,0
2015,14,0
2016,12,0
2017,11,0
2018,18,0
2019,18,0
