year,F,M
1880,0,0
1881,5,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,5,0
1887,0,0
1888,5,0
1889,0,0
1890,0,0
1891,9,0
1892,6,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,7,0
1902,5,0
1903,0,0
1904,5,0
1905,9,0
1906,0,0
1907,5,0
1908,9,0
1909,8,0
1910,7,0
1911,6,0
1912,8,0
1913,7,0
1914,10,0
1915,17,0
1916,19,0
1917,14,0
1918,12,0
1919,22,0
1920,18,0
1921,25,0
1922,23,0
1923,19,0
1924,17,0
1925,19,0
1926,25,0
1927,22,0
1928,22,0
1929,16,0
1930,23,0
1931,14,0
1932,19,0
1933,18,0
1934,21,0
1935,17,0
1936,27,0
1937,24,0
1938,21,0
1939,28,0
1940,11,0
1941,29,0
1942,16,0
1943,22,0
1944,18,0
1945,10,0
1946,18,0
1947,28,0
1948,31,0
1949,17,0
1950,30,0
1951,12,0
1952,16,0
1953,13,0
1954,18,0
1955,14,0
1956,17,0
1957,14,0
1958,12,0
1959,13,0
1960,15,0
1961,16,0
1962,15,0
1963,18,0
1964,18,0
1965,11,0
1966,16,0
1967,10,0
1968,8,0
1969,18,0
1970,13,0
1971,10,0
1972,8,0
1973,10,0
1974,7,0
1975,15,0
1976,12,0
1977,10,0
1978,8,0
1979,8,0
1980,10,0
1981,8,0
1982,0,0
1983,0,0
1984,8,0
1985,0,0
1986,0,0
1987,5,0
1988,0,0
1989,5,0
1990,0,0
1991,0,0
1992,0,0
1993,0,0
1994,5,0
1995,0,0
1996,0,0
1997,5,0
1998,0,0
1999,0,0
2000,6,0
2001,0,0
2002,0,0
2003,0,0
2004,0,0
2005,0,0
2006,0,0
2007,7,0
2008,0,0
2009,0,0
2010,6,0
2011,5,0
2012,0,0
2013,0,0
2014,6,0
2015,10,0
2016,0,0
2017,5,0
2018,9,0
2019,6,0
