year,F,M
1880,0,0
1881,7,0
1882,6,0
1883,5,0
1884,0,0
1885,6,0
1886,7,0
1887,0,0
1888,5,0
1889,9,0
1890,8,0
1891,6,0
1892,6,0
1893,7,0
1894,5,0
1895,6,0
1896,12,0
1897,15,0
1898,11,0
1899,0,0
1900,12,0
1901,6,0
1902,9,0
1903,9,0
1904,8,0
1905,10,0
1906,5,0
1907,17,0
1908,10,0
1909,6,0
1910,13,0
1911,9,0
1912,20,0
1913,17,0
1914,9,0
1915,7,0
1916,19,0
1917,17,0
1918,13,0
1919,13,0
1920,15,0
1921,10,0
1922,17,0
1923,15,0
1924,15,0
1925,10,0
1926,12,0
1927,14,0
1928,10,0
1929,6,0
1930,9,0
1931,12,0
1932,16,0
1933,10,0
1934,10,0
1935,0,0
1936,6,0
1937,7,0
1938,5,0
1939,5,0
1940,5,0
1941,6,0
1942,6,0
1943,0,0
1944,0,0
1945,0,0
1946,8,0
1947,7,0
1948,0,0
1949,0,0
1950,0,0
1951,0,0
1952,0,0
1953,0,0
1954,0,0
1955,0,0
1956,0,0
1957,0,0
1958,0,0
1959,0,0
1960,0,0
1961,0,0
1962,0,0
1963,0,0
1964,0,0
1965,0,0
1966,0,0
1967,0,0
1968,0,0
1969,0,0
1970,0,0
1971,0,0
1972,0,0
1973,0,0
1974,0,0
1975,0,0
1976,0,0
1977,0,0
1978,0,0
1979,0,0
1980,0,0
1981,0,0
1982,0,0
1983,0,0
1984,0,0
1985,0,0
1986,0,0
1987,0,0
1988,0,0
1989,0,0
1990,0,0
1991,0,0
1992,0,0
1993,0,0
1994,0,0
1995,0,0
1996,0,0
1997,0,0
1998,0,0
1999,0,0
2000,0,0
2001,0,0
2002,0,0
2003,0,0
2004,0,0
2005,0,0
2006,0,0
2007,0,0
2008,0,0
2009,0,0
2010,0,0
2011,0,0
2012,0,0
2013,0,0
2014,0,0
2015,0,0
2016,0,0
2017,0,0
2018,0,0
2019,0,0
