year,F,M
1880,0,8
1881,0,14
1882,0,12
1883,0,7
1884,0,10
1885,0,16
1886,0,9
1887,0,9
1888,0,5
1889,0,10
1890,0,6
1891,0,9
1892,0,9
1893,0,8
1894,0,13
1895,0,20
1896,0,13
1897,0,14
1898,0,12
1899,0,14
1900,0,20
1901,0,14
1902,0,19
1903,0,23
1904,0,12
1905,0,25
1906,0,26
1907,0,30
1908,0,22
1909,0,22
1910,0,32
1911,0,38
1912,0,56
1913,0,57
1914,0,86
1915,0,107
1916,0,118
1917,0,141
1918,0,135
1919,0,182
1920,0,201
1921,0,184
1922,0,196
1923,0,201
1924,0,199
1925,0,204
1926,0,186
1927,0,195
1928,7,193
1929,0,179
1930,0,167
1931,0,145
1932,0,188
1933,0,137
1934,0,123
1935,0,136
1936,0,137
1937,0,136
1938,0,139
1939,0,112
1940,0,129
1941,0,129
1942,0,118
1943,0,137
1944,0,117
1945,0,106
1946,0,112
1947,0,126
1948,0,119
1949,0,130
1950,0,129
1951,0,122
1952,0,107
1953,0,128
1954,0,135
1955,0,122
1956,0,123
1957,0,136
1958,0,113
1959,0,91
1960,0,130
1961,0,100
1962,0,94
1963,0,106
1964,0,91
1965,0,100
1966,0,98
1967,0,66
1968,0,74
1969,0,79
1970,0,84
1971,0,88
1972,0,80
1973,0,76
1974,0,73
1975,0,52
1976,0,57
1977,0,52
1978,0,43
1979,0,58
1980,0,71
1981,0,63
1982,0,67
1983,0,66
1984,0,55
1985,0,46
1986,0,44
1987,0,39
1988,0,48
1989,0,43
1990,0,43
1991,0,36
1992,0,51
1993,0,35
1994,0,29
1995,0,28
1996,0,24
1997,0,24
1998,0,24
1999,0,25
2000,0,18
2001,0,17
2002,0,23
2003,0,20
2004,0,15
2005,0,23
2006,0,14
2007,0,22
2008,0,19
2009,0,15
2010,0,11
2011,0,15
2012,0,21
2013,0,8
2014,0,14
2015,0,17
2016,0,13
2017,0,8
2018,0,13
2019,0,12
