year,Girls,Boys
1880,9,0
1881,5,0
1882,5,0
1883,7,0
1884,9,0
1885,6,0
1886,14,0
1887,10,0
1888,10,0
1889,10,0
1890,13,0
1891,13,0
1892,20,0
1893,17,0
1894,29,0
1895,24,0
1896,19,0
1897,21,0
1898,13,0
1899,21,0
1900,22,0
1901,25,0
1902,21,0
1903,19,0
1904,41,0
1905,19,0
1906,13,0
1907,19,0
1908,17,0
1909,18,0
1910,18,0
1911,18,0
1912,29,0
1913,32,0
1914,36,0
1915,41,0
1916,55,0
1917,43,0
1918,48,0
1919,43,0
1920,61,0
1921,43,0
1922,50,0
1923,45,0
1924,43,0
1925,49,0
1926,37,0
1927,45,0
1928,39,0
1929,43,0
1930,34,0
1931,33,0
1932,25,0
1933,29,0
1934,38,0
1935,42,0
1936,29,0
1937,42,0
1938,32,0
1939,30,0
1940,35,0
1941,26,0
1942,19,0
1943,28,0
1944,30,0
1945,37,0
1946,39,0
1947,42,0
1948,35,0
1949,43,0
1950,31,0
1951,51,0
1952,44,0
1953,38,0
1954,35,0
1955,36,0
1956,41,0
1957,39,0
1958,35,0
1959,39,0
1960,40,0
1961,27,0
1962,30,0
1963,32,0
1964,46,0
1965,32,0
1966,31,0
1967,28,0
1968,23,0
1969,28,0
1970,29,0
1971,19,0
1972,16,0
1973,12,0
1974,12,0
1975,12,0
1976,19,0
1977,20,0
1978,13,0
1979,14,0
1980,8,0
1981,9,0
1982,12,0
1983,13,0
1984,11,0
1985,24,0
1986,14,0
1987,9,0
1988,21,0
1989,21,0
1990,17,0
1991,6,0
1992,12,0
1993,7,0
1994,13,0
1995,8,0
1996,10,0
1997,11,0
1998,6,0
1999,11,0
2000,9,0
2001,12,0
2002,10,0
2003,7,0
2004,12,0
2005,11,0
2006,14,0
2007,13,0
2008,10,0
2009,9,0
2010,9,0
2011,14,0
2012,10,0
2013,7,0
2014,12,0
2015,27,0
2016,24,0
2017,18,0
2018,17,0
2019,17,0
