year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,8
1915,0,0
1916,0,5
1917,0,6
1918,0,9
1919,0,7
1920,0,14
1921,0,0
1922,0,10
1923,0,18
1924,5,13
1925,0,13
1926,6,9
1927,0,18
1928,0,10
1929,0,8
1930,0,6
1931,0,9
1932,0,12
1933,0,0
1934,0,7
1935,0,11
1936,0,11
1937,0,15
1938,0,8
1939,0,11
1940,0,12
1941,0,11
1942,0,13
1943,0,14
1944,0,16
1945,0,12
1946,0,16
1947,0,9
1948,0,12
1949,0,15
1950,0,9
1951,0,14
1952,0,19
1953,0,10
1954,5,12
1955,0,12
1956,0,12
1957,0,10
1958,5,10
1959,0,6
1960,0,11
1961,0,10
1962,0,11
1963,0,8
1964,0,11
1965,0,14
1966,0,11
1967,0,7
1968,0,15
1969,6,7
1970,0,8
1971,0,13
1972,5,19
1973,0,12
1974,0,14
1975,0,6
1976,0,12
1977,0,12
1978,0,8
1979,0,13
1980,0,9
1981,0,8
1982,0,8
1983,0,12
1984,0,16
1985,0,9
1986,0,10
1987,5,12
1988,0,8
1989,7,11
1990,0,8
1991,0,10
1992,0,8
1993,0,7
1994,0,7
1995,0,7
1996,6,12
1997,0,11
1998,0,8
1999,10,7
2000,0,6
2001,0,5
2002,0,0
2003,0,0
2004,8,5
2005,7,8
2006,0,10
2007,0,8
2008,0,0
2009,0,11
2010,0,9
2011,6,12
2012,0,8
2013,7,7
2014,5,7
2015,9,5
2016,9,5
2017,7,8
2018,0,0
2019,0,9
