year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,9,0
1896,0,0
1897,8,0
1898,6,0
1899,10,0
1900,13,0
1901,0,0
1902,6,0
1903,14,0
1904,13,0
1905,5,0
1906,17,0
1907,11,0
1908,13,0
1909,11,0
1910,18,0
1911,13,0
1912,20,0
1913,32,0
1914,41,0
1915,41,0
1916,64,0
1917,53,0
1918,59,0
1919,63,0
1920,60,0
1921,72,0
1922,74,0
1923,62,0
1924,74,0
1925,77,0
1926,63,0
1927,62,0
1928,56,0
1929,53,0
1930,65,0
1931,44,0
1932,56,0
1933,43,0
1934,43,0
1935,31,0
1936,41,0
1937,37,0
1938,32,0
1939,37,0
1940,31,0
1941,37,0
1942,41,0
1943,28,0
1944,19,0
1945,25,0
1946,26,0
1947,29,0
1948,25,0
1949,33,0
1950,24,0
1951,23,0
1952,21,0
1953,24,0
1954,24,0
1955,21,0
1956,17,0
1957,17,0
1958,14,0
1959,25,0
1960,26,0
1961,18,0
1962,19,0
1963,17,0
1964,19,0
1965,15,0
1966,18,0
1967,19,0
1968,13,0
1969,12,0
1970,13,0
1971,15,0
1972,6,0
1973,12,0
1974,10,0
1975,10,0
1976,7,0
1977,10,0
1978,12,0
1979,5,0
1980,11,0
1981,10,0
1982,14,0
1983,12,0
1984,0,0
1985,10,0
1986,12,0
1987,11,0
1988,7,0
1989,10,0
1990,8,0
1991,5,0
1992,8,0
1993,0,0
1994,7,0
1995,7,0
1996,5,0
1997,0,0
1998,7,0
1999,0,0
2000,5,0
2001,0,0
2002,0,0
2003,0,0
2004,0,0
2005,6,0
2006,5,0
2007,0,0
2008,0,0
2009,6,0
2010,5,0
2011,5,0
2012,6,0
2013,0,0
2014,5,0
2015,0,0
2016,11,0
2017,0,0
2018,5,0
2019,6,0
