year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,12,0
1884,6,0
1885,5,0
1886,7,0
1887,6,5
1888,0,0
1889,6,5
1890,7,0
1891,10,0
1892,11,0
1893,9,0
1894,16,0
1895,5,5
1896,6,6
1897,9,0
1898,14,5
1899,11,0
1900,10,0
1901,15,0
1902,10,6
1903,0,6
1904,16,9
1905,8,6
1906,7,0
1907,8,0
1908,16,7
1909,18,0
1910,12,6
1911,17,11
1912,23,23
1913,30,22
1914,33,36
1915,41,40
1916,37,31
1917,55,44
1918,65,44
1919,53,29
1920,68,55
1921,63,55
1922,89,54
1923,202,55
1924,177,48
1925,135,39
1926,169,69
1927,223,66
1928,165,38
1929,146,42
1930,139,33
1931,127,34
1932,119,49
1933,102,37
1934,96,47
1935,102,30
1936,80,37
1937,127,29
1938,281,26
1939,352,28
1940,287,35
1941,297,21
1942,294,39
1943,299,25
1944,349,23
1945,530,24
1946,678,18
1947,775,30
1948,687,17
1949,694,23
1950,758,16
1951,851,19
1952,888,20
1953,938,21
1954,880,18
1955,981,24
1956,1181,16
1957,1123,9
1958,964,12
1959,875,9
1960,789,16
1961,757,7
1962,700,13
1963,717,9
1964,544,11
1965,524,8
1966,444,11
1967,506,9
1968,752,8
1969,631,11
1970,622,6
1971,494,6
1972,466,0
1973,416,0
1974,343,10
1975,313,0
1976,330,8
1977,337,5
1978,313,0
1979,431,9
1980,477,11
1981,480,12
1982,507,6
1983,436,7
1984,491,6
1985,561,8
1986,482,7
1987,447,0
1988,493,0
1989,526,0
1990,447,0
1991,432,0
1992,374,5
1993,426,9
1994,488,0
1995,407,0
1996,375,0
1997,474,0
1998,497,0
1999,444,0
2000,463,0
2001,399,0
2002,375,0
2003,404,0
2004,355,0
2005,332,0
2006,316,0
2007,288,0
2008,272,0
2009,241,0
2010,232,0
2011,282,0
2012,261,0
2013,297,0
2014,340,0
2015,368,0
2016,458,0
2017,504,0
2018,484,0
2019,383,0
