year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,8,0
1908,9,0
1909,9,0
1910,6,0
1911,6,0
1912,9,5
1913,11,0
1914,19,5
1915,20,0
1916,21,6
1917,25,0
1918,28,0
1919,27,8
1920,32,0
1921,19,5
1922,20,6
1923,34,8
1924,28,0
1925,36,5
1926,34,9
1927,36,0
1928,24,6
1929,24,0
1930,35,0
1931,55,5
1932,67,10
1933,90,0
1934,159,0
1935,171,0
1936,286,6
1937,403,13
1938,597,9
1939,689,8
1940,742,14
1941,944,21
1942,1235,15
1943,1312,18
1944,1227,20
1945,1524,18
1946,1764,16
1947,1971,14
1948,1682,10
1949,1836,16
1950,1940,9
1951,2221,18
1952,2265,7
1953,2040,7
1954,2266,9
1955,2347,8
1956,2371,9
1957,2373,11
1958,2136,9
1959,2234,11
1960,2458,12
1961,2398,5
1962,2460,8
1963,2201,6
1964,1893,12
1965,1501,11
1966,1172,10
1967,1068,5
1968,946,7
1969,812,8
1970,662,0
1971,549,0
1972,424,0
1973,351,0
1974,279,0
1975,219,0
1976,205,0
1977,226,0
1978,221,0
1979,205,0
1980,212,0
1981,175,0
1982,168,0
1983,167,0
1984,132,0
1985,118,0
1986,114,0
1987,112,0
1988,103,0
1989,87,0
1990,79,0
1991,76,0
1992,55,0
1993,41,0
1994,41,0
1995,44,0
1996,34,0
1997,25,0
1998,27,0
1999,40,0
2000,28,0
2001,35,0
2002,26,0
2003,26,0
2004,17,0
2005,14,0
2006,18,0
2007,11,0
2008,25,0
2009,19,0
2010,14,0
2011,9,0
2012,17,0
2013,12,0
2014,8,0
2015,10,0
2016,15,0
2017,13,0
2018,13,0
2019,12,0
