year,Boys,Girls
1880,106,0
1881,125,0
1882,143,0
1883,163,0
1884,213,0
1885,168,0
1886,230,5
1887,207,0
1888,292,0
1889,268,0
1890,304,0
1891,337,0
1892,353,0
1893,358,0
1894,413,0
1895,388,0
1896,425,0
1897,438,0
1898,459,0
1899,417,0
1900,530,0
1901,443,0
1902,459,0
1903,420,0
1904,431,0
1905,465,0
1906,447,0
1907,453,0
1908,411,0
1909,414,0
1910,469,0
1911,489,0
1912,523,0
1913,595,0
1914,647,0
1915,774,0
1916,888,0
1917,828,0
1918,896,6
1919,898,6
1920,878,0
1921,907,0
1922,865,7
1923,816,6
1924,863,0
1925,818,0
1926,721,0
1927,682,5
1928,660,6
1929,630,5
1930,586,5
1931,557,0
1932,504,0
1933,510,6
1934,466,5
1935,427,0
1936,407,0
1937,418,0
1938,384,6
1939,359,0
1940,335,0
1941,355,0
1942,370,0
1943,345,0
1944,328,0
1945,326,0
1946,301,0
1947,323,0
1948,323,0
1949,356,0
1950,266,0
1951,234,0
1952,270,0
1953,249,0
1954,249,0
1955,244,0
1956,238,0
1957,209,0
1958,217,0
1959,206,0
1960,169,0
1961,195,0
1962,165,0
1963,168,0
1964,166,0
1965,147,0
1966,126,0
1967,103,0
1968,133,0
1969,106,0
1970,132,0
1971,112,0
1972,106,0
1973,127,0
1974,101,0
1975,85,0
1976,93,0
1977,101,0
1978,105,0
1979,106,0
1980,82,0
1981,110,0
1982,92,0
1983,104,0
1984,90,0
1985,94,0
1986,75,0
1987,84,0
1988,66,0
1989,67,0
1990,76,0
1991,80,0
1992,56,0
1993,72,0
1994,52,0
1995,57,0
1996,76,0
1997,63,0
1998,63,0
1999,92,0
2000,118,0
2001,110,0
2002,106,0
2003,122,0
2004,134,0
2005,142,0
2006,152,0
2007,176,0
2008,157,0
2009,161,0
2010,145,0
2011,141,0
2012,176,0
2013,156,0
2014,151,0
2015,147,0
2016,150,0
2017,142,0
2018,137,0
2019,112,0
