year,F,M
1880,0,0
1881,0,5
1882,0,0
1883,0,0
1884,0,5
1885,0,0
1886,0,6
1887,0,6
1888,0,8
1889,0,8
1890,0,0
1891,0,5
1892,0,0
1893,0,12
1894,0,14
1895,5,9
1896,5,7
1897,0,11
1898,0,5
1899,5,10
1900,0,15
1901,0,5
1902,0,13
1903,0,20
1904,0,8
1905,0,10
1906,0,7
1907,5,16
1908,6,0
1909,0,22
1910,0,13
1911,10,12
1912,12,23
1913,5,38
1914,13,46
1915,8,87
1916,20,80
1917,16,82
1918,13,79
1919,21,83
1920,17,88
1921,14,80
1922,9,93
1923,8,75
1924,6,88
1925,8,78
1926,12,93
1927,13,73
1928,10,85
1929,16,72
1930,18,86
1931,13,79
1932,12,83
1933,12,81
1934,16,84
1935,21,79
1936,11,66
1937,23,73
1938,28,81
1939,26,59
1940,29,59
1941,26,62
1942,15,60
1943,15,74
1944,14,48
1945,24,60
1946,21,58
1947,14,54
1948,10,64
1949,11,60
1950,19,49
1951,22,40
1952,14,55
1953,15,55
1954,23,44
1955,16,33
1956,6,48
1957,18,38
1958,15,50
1959,13,39
1960,9,43
1961,13,36
1962,12,28
1963,5,37
1964,7,25
1965,8,26
1966,8,26
1967,6,29
1968,6,18
1969,0,16
1970,0,23
1971,5,22
1972,5,28
1973,6,16
1974,5,13
1975,0,16
1976,0,10
1977,0,17
1978,0,16
1979,0,17
1980,0,13
1981,0,16
1982,0,10
1983,0,8
1984,0,7
1985,0,0
1986,0,11
1987,0,7
1988,0,11
1989,0,5
1990,0,7
1991,0,8
1992,0,11
1993,0,12
1994,0,0
1995,0,6
1996,0,6
1997,0,6
1998,0,10
1999,0,0
2000,0,6
2001,0,0
2002,0,6
2003,0,6
2004,0,8
2005,0,5
2006,0,6
2007,0,8
2008,0,0
2009,0,6
2010,0,0
2011,0,8
2012,0,0
2013,0,0
2014,0,0
2015,0,0
2016,0,0
2017,0,5
2018,0,8
2019,0,0
