year,F,M
1880,0,5
1881,0,0
1882,0,5
1883,0,0
1884,0,8
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,5
1890,0,0
1891,0,5
1892,0,0
1893,0,0
1894,0,9
1895,0,7
1896,0,0
1897,0,5
1898,0,8
1899,0,6
1900,0,10
1901,0,8
1902,0,13
1903,0,7
1904,0,6
1905,0,7
1906,0,0
1907,0,13
1908,0,8
1909,0,8
1910,0,13
1911,0,12
1912,0,29
1913,0,25
1914,0,39
1915,0,67
1916,0,46
1917,0,64
1918,0,61
1919,0,62
1920,0,62
1921,0,62
1922,0,67
1923,0,64
1924,0,53
1925,0,63
1926,0,61
1927,0,54
1928,0,52
1929,0,71
1930,0,66
1931,0,47
1932,0,64
1933,0,53
1934,0,59
1935,0,40
1936,0,65
1937,0,62
1938,0,36
1939,0,47
1940,0,44
1941,0,52
1942,0,63
1943,0,79
1944,0,53
1945,0,46
1946,0,48
1947,0,63
1948,0,55
1949,0,50
1950,5,46
1951,5,50
1952,6,45
1953,0,41
1954,6,43
1955,7,45
1956,5,44
1957,0,50
1958,9,42
1959,7,47
1960,14,43
1961,14,64
1962,14,36
1963,10,37
1964,8,38
1965,7,51
1966,6,32
1967,8,37
1968,5,31
1969,6,34
1970,12,26
1971,0,28
1972,8,23
1973,6,24
1974,7,22
1975,10,12
1976,5,20
1977,5,19
1978,0,14
1979,5,21
1980,11,29
1981,11,10
1982,5,16
1983,14,16
1984,16,19
1985,17,19
1986,21,20
1987,22,16
1988,24,17
1989,42,9
1990,29,14
1991,33,10
1992,29,18
1993,31,10
1994,25,8
1995,19,11
1996,11,11
1997,21,7
1998,29,7
1999,16,7
2000,25,9
2001,27,5
2002,20,5
2003,16,6
2004,15,9
2005,13,7
2006,16,10
2007,10,5
2008,9,7
2009,8,0
2010,7,6
2011,5,8
2012,7,0
2013,0,0
2014,0,0
2015,7,5
2016,0,0
2017,0,10
2018,6,5
2019,0,5
