year,Girls,Boys
1880,0,16
1881,0,11
1882,0,17
1883,0,16
1884,0,15
1885,0,13
1886,0,24
1887,0,16
1888,0,23
1889,0,11
1890,0,13
1891,0,20
1892,0,14
1893,0,17
1894,0,18
1895,0,22
1896,0,29
1897,0,20
1898,0,18
1899,0,14
1900,0,33
1901,0,31
1902,0,30
1903,0,27
1904,0,27
1905,0,28
1906,0,24
1907,0,32
1908,0,39
1909,0,34
1910,0,41
1911,0,34
1912,0,58
1913,0,83
1914,0,106
1915,0,145
1916,0,158
1917,0,154
1918,0,167
1919,0,171
1920,0,174
1921,0,170
1922,0,164
1923,0,147
1924,0,172
1925,0,154
1926,0,156
1927,0,153
1928,0,150
1929,0,139
1930,0,126
1931,0,123
1932,0,134
1933,0,105
1934,0,110
1935,0,95
1936,0,100
1937,0,95
1938,0,121
1939,0,88
1940,0,126
1941,0,112
1942,0,117
1943,0,108
1944,0,111
1945,0,97
1946,0,105
1947,0,121
1948,0,96
1949,0,100
1950,0,89
1951,0,99
1952,0,96
1953,0,102
1954,0,90
1955,0,82
1956,0,86
1957,0,70
1958,0,72
1959,0,53
1960,0,50
1961,0,58
1962,0,52
1963,0,70
1964,0,74
1965,0,73
1966,0,50
1967,0,77
1968,0,73
1969,0,56
1970,0,61
1971,0,59
1972,0,42
1973,0,39
1974,0,36
1975,0,47
1976,0,47
1977,0,40
1978,0,55
1979,0,56
1980,0,63
1981,0,69
1982,0,81
1983,0,88
1984,0,107
1985,0,94
1986,0,133
1987,7,171
1988,7,172
1989,13,186
1990,12,196
1991,13,218
1992,13,190
1993,6,211
1994,16,270
1995,14,264
1996,11,267
1997,10,251
1998,14,226
1999,10,209
2000,9,214
2001,10,195
2002,11,186
2003,6,209
2004,8,215
2005,10,218
2006,6,243
2007,6,256
2008,7,243
2009,7,219
2010,5,238
2011,0,210
2012,6,215
2013,8,206
2014,16,227
2015,14,264
2016,10,285
2017,11,283
2018,15,312
2019,17,371
