year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,5
1922,0,0
1923,0,0
1924,0,5
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,7
1934,0,0
1935,0,0
1936,0,6
1937,0,6
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,7
1944,0,10
1945,0,0
1946,0,0
1947,0,9
1948,0,5
1949,0,7
1950,0,0
1951,0,10
1952,0,9
1953,0,7
1954,0,7
1955,0,9
1956,0,10
1957,0,10
1958,0,13
1959,0,9
1960,0,14
1961,0,22
1962,0,22
1963,0,14
1964,0,17
1965,0,16
1966,0,10
1967,0,17
1968,0,18
1969,0,17
1970,0,33
1971,0,34
1972,0,28
1973,0,34
1974,0,34
1975,0,28
1976,0,34
1977,0,42
1978,0,35
1979,0,39
1980,0,31
1981,0,50
1982,0,33
1983,0,38
1984,0,44
1985,0,39
1986,0,53
1987,0,55
1988,0,65
1989,0,76
1990,0,121
1991,0,146
1992,0,169
1993,0,146
1994,0,154
1995,0,186
1996,0,177
1997,0,164
1998,0,154
1999,0,152
2000,0,153
2001,0,158
2002,0,147
2003,0,135
2004,0,115
2005,0,131
2006,0,124
2007,0,113
2008,0,123
2009,0,88
2010,0,101
2011,0,94
2012,0,88
2013,0,76
2014,0,79
2015,0,65
2016,0,76
2017,0,58
2018,0,64
2019,0,81
