year,F,M
1880,19,0
1881,22,0
1882,27,0
1883,21,0
1884,16,0
1885,25,0
1886,22,0
1887,25,0
1888,19,0
1889,25,0
1890,18,0
1891,33,0
1892,33,0
1893,24,0
1894,32,0
1895,34,0
1896,32,0
1897,39,0
1898,36,0
1899,35,0
1900,46,0
1901,35,0
1902,32,0
1903,39,0
1904,33,0
1905,51,0
1906,39,0
1907,51,0
1908,59,0
1909,69,0
1910,79,0
1911,77,0
1912,126,0
1913,145,0
1914,188,0
1915,231,0
1916,203,0
1917,281,0
1918,264,0
1919,249,0
1920,274,0
1921,270,0
1922,265,0
1923,280,0
1924,224,0
1925,216,0
1926,175,0
1927,168,0
1928,146,0
1929,145,0
1930,121,0
1931,125,0
1932,125,0
1933,100,0
1934,120,0
1935,123,0
1936,132,0
1937,133,0
1938,120,0
1939,119,0
1940,131,0
1941,137,0
1942,158,0
1943,141,0
1944,111,0
1945,142,0
1946,119,0
1947,137,0
1948,106,0
1949,113,0
1950,106,0
1951,78,0
1952,93,0
1953,81,0
1954,64,0
1955,61,0
1956,61,0
1957,52,0
1958,47,0
1959,44,0
1960,41,0
1961,46,0
1962,50,0
1963,38,0
1964,32,0
1965,29,0
1966,22,0
1967,19,0
1968,24,0
1969,20,0
1970,13,0
1971,13,0
1972,15,0
1973,8,0
1974,8,0
1975,5,0
1976,0,0
1977,5,0
1978,8,0
1979,6,0
1980,7,0
1981,0,0
1982,6,0
1983,0,0
1984,0,0
1985,0,0
1986,0,0
1987,0,0
1988,6,0
1989,7,0
1990,0,0
1991,5,0
1992,0,0
1993,6,0
1994,0,0
1995,0,0
1996,0,0
1997,0,0
1998,0,0
1999,0,0
2000,0,0
2001,0,0
2002,5,0
2003,0,0
2004,0,0
2005,0,0
2006,6,0
2007,0,0
2008,0,0
2009,0,0
2010,0,0
2011,6,0
2012,0,0
2013,5,0
2014,12,0
2015,0,0
2016,8,0
2017,0,0
2018,8,0
2019,6,0
