year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,5,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,6,0
1927,0,0
1928,0,0
1929,6,0
1930,0,0
1931,0,0
1932,0,0
1933,6,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,5,0
1940,5,0
1941,0,0
1942,0,0
1943,0,0
1944,6,0
1945,8,0
1946,9,0
1947,8,0
1948,9,0
1949,6,0
1950,13,0
1951,20,0
1952,23,0
1953,24,0
1954,28,0
1955,30,0
1956,34,0
1957,40,0
1958,37,0
1959,39,0
1960,45,0
1961,33,0
1962,43,0
1963,53,0
1964,59,0
1965,42,0
1966,43,0
1967,31,0
1968,34,0
1969,34,0
1970,38,0
1971,55,0
1972,52,0
1973,45,0
1974,55,0
1975,61,0
1976,43,0
1977,73,0
1978,50,0
1979,63,0
1980,48,0
1981,49,0
1982,53,0
1983,60,0
1984,48,0
1985,37,0
1986,42,0
1987,50,0
1988,50,0
1989,42,0
1990,59,0
1991,47,0
1992,64,0
1993,55,0
1994,39,0
1995,34,0
1996,40,0
1997,33,0
1998,50,0
1999,39,0
2000,48,0
2001,47,0
2002,72,0
2003,47,0
2004,49,0
2005,53,0
2006,69,0
2007,68,0
2008,87,0
2009,58,0
2010,63,0
2011,62,0
2012,53,0
2013,27,0
2014,51,0
2015,31,0
2016,33,0
2017,33,0
2018,30,0
2019,33,0
