year,Boys,Girls
1880,60,0
1881,48,0
1882,58,0
1883,99,0
1884,125,0
1885,121,0
1886,143,0
1887,156,0
1888,219,0
1889,251,0
1890,304,0
1891,324,0
1892,370,0
1893,410,0
1894,470,0
1895,513,0
1896,549,0
1897,561,0
1898,610,0
1899,621,0
1900,663,0
1901,574,0
1902,649,0
1903,698,0
1904,629,0
1905,655,0
1906,705,0
1907,702,0
1908,735,0
1909,773,7
1910,793,0
1911,916,0
1912,1158,0
1913,1275,5
1914,1525,8
1915,1891,0
1916,2075,8
1917,2006,5
1918,2118,7
1919,1917,0
1920,2050,8
1921,2128,9
1922,1962,5
1923,1862,0
1924,1941,9
1925,1824,0
1926,1847,11
1927,1669,8
1928,1574,0
1929,1334,10
1930,1303,6
1931,1098,0
1932,1105,5
1933,957,9
1934,929,5
1935,867,0
1936,822,6
1937,761,0
1938,850,7
1939,762,0
1940,797,0
1941,795,0
1942,784,0
1943,703,0
1944,744,0
1945,680,0
1946,717,0
1947,843,0
1948,798,5
1949,704,0
1950,682,0
1951,708,0
1952,665,5
1953,727,0
1954,659,0
1955,660,0
1956,625,0
1957,587,5
1958,522,0
1959,465,0
1960,458,0
1961,424,0
1962,428,0
1963,380,0
1964,411,0
1965,377,0
1966,291,0
1967,292,0
1968,250,0
1969,286,5
1970,298,0
1971,277,0
1972,284,0
1973,236,0
1974,304,0
1975,249,0
1976,279,0
1977,197,0
1978,237,5
1979,221,0
1980,253,8
1981,242,0
1982,219,6
1983,195,6
1984,188,0
1985,183,0
1986,170,0
1987,146,0
1988,139,0
1989,172,0
1990,158,0
1991,163,0
1992,158,0
1993,152,0
1994,148,0
1995,138,0
1996,124,0
1997,112,0
1998,103,0
1999,106,0
2000,82,0
2001,88,0
2002,120,0
2003,86,0
2004,88,0
2005,75,0
2006,90,0
2007,61,0
2008,62,0
2009,75,0
2010,47,0
2011,41,0
2012,65,0
2013,33,0
2014,44,0
2015,49,0
2016,39,0
2017,36,0
2018,45,0
2019,48,0
