year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,6,0
1885,9,0
1886,7,0
1887,8,0
1888,11,0
1889,13,0
1890,13,0
1891,32,0
1892,21,0
1893,24,0
1894,21,0
1895,26,0
1896,28,0
1897,28,0
1898,26,0
1899,37,0
1900,28,0
1901,25,0
1902,34,0
1903,29,0
1904,40,0
1905,40,0
1906,39,0
1907,48,0
1908,38,0
1909,45,0
1910,57,0
1911,52,0
1912,82,0
1913,111,0
1914,122,0
1915,138,0
1916,167,0
1917,187,0
1918,198,0
1919,202,0
1920,199,0
1921,211,0
1922,214,0
1923,193,0
1924,186,0
1925,172,0
1926,172,0
1927,205,0
1928,147,0
1929,140,0
1930,164,0
1931,136,0
1932,132,0
1933,147,0
1934,175,0
1935,163,0
1936,144,0
1937,162,0
1938,173,0
1939,177,0
1940,141,0
1941,141,0
1942,157,0
1943,154,0
1944,148,0
1945,149,0
1946,175,0
1947,224,0
1948,212,0
1949,197,0
1950,179,0
1951,214,0
1952,194,0
1953,173,0
1954,189,0
1955,169,0
1956,190,0
1957,182,0
1958,171,0
1959,162,0
1960,108,0
1961,117,0
1962,97,0
1963,87,0
1964,71,0
1965,79,0
1966,59,0
1967,51,0
1968,57,0
1969,61,0
1970,41,0
1971,31,0
1972,47,0
1973,51,0
1974,34,0
1975,36,0
1976,28,0
1977,22,0
1978,20,0
1979,25,0
1980,19,0
1981,12,0
1982,26,0
1983,10,0
1984,25,0
1985,16,0
1986,22,0
1987,21,0
1988,15,0
1989,8,0
1990,9,0
1991,14,0
1992,11,0
1993,16,0
1994,9,0
1995,11,0
1996,8,0
1997,14,0
1998,16,0
1999,13,0
2000,18,0
2001,11,0
2002,14,0
2003,8,0
2004,15,0
2005,12,0
2006,13,0
2007,15,0
2008,22,0
2009,16,0
2010,11,0
2011,15,0
2012,22,0
2013,23,0
2014,18,0
2015,20,0
2016,23,0
2017,21,0
2018,22,0
2019,23,0
