year,F,M
1880,0,25
1881,0,34
1882,0,21
1883,0,27
1884,0,27
1885,0,24
1886,0,38
1887,0,21
1888,0,36
1889,0,32
1890,0,23
1891,0,28
1892,0,45
1893,0,32
1894,0,27
1895,0,38
1896,0,31
1897,0,36
1898,0,33
1899,0,34
1900,0,53
1901,0,33
1902,0,37
1903,0,33
1904,0,35
1905,0,35
1906,0,29
1907,0,44
1908,0,39
1909,0,37
1910,0,54
1911,0,51
1912,0,89
1913,11,83
1914,0,106
1915,10,139
1916,0,149
1917,5,154
1918,7,162
1919,0,139
1920,0,123
1921,5,165
1922,0,145
1923,7,138
1924,0,155
1925,8,144
1926,9,147
1927,8,135
1928,6,129
1929,7,125
1930,7,120
1931,0,100
1932,5,115
1933,0,128
1934,0,117
1935,0,104
1936,5,94
1937,0,106
1938,0,105
1939,0,102
1940,5,93
1941,0,95
1942,0,111
1943,0,102
1944,6,105
1945,0,91
1946,0,106
1947,0,98
1948,0,132
1949,5,123
1950,0,120
1951,0,113
1952,0,103
1953,0,100
1954,0,96
1955,0,107
1956,0,74
1957,0,94
1958,0,84
1959,0,74
1960,0,75
1961,0,91
1962,0,73
1963,0,75
1964,0,85
1965,0,79
1966,0,68
1967,0,72
1968,0,63
1969,0,64
1970,0,75
1971,0,69
1972,0,42
1973,0,39
1974,0,51
1975,0,54
1976,0,56
1977,0,55
1978,0,51
1979,0,53
1980,0,59
1981,0,44
1982,0,52
1983,0,45
1984,0,73
1985,0,91
1986,0,97
1987,0,88
1988,0,74
1989,0,86
1990,0,66
1991,0,75
1992,0,72
1993,0,91
1994,0,94
1995,0,83
1996,0,94
1997,0,84
1998,0,102
1999,0,123
2000,0,133
2001,0,131
2002,0,155
2003,0,160
2004,0,174
2005,0,159
2006,0,174
2007,5,202
2008,0,196
2009,0,221
2010,0,237
2011,0,232
2012,0,285
2013,0,287
2014,0,341
2015,7,386
2016,0,403
2017,5,410
2018,6,445
2019,10,433
