year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,5
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,5
1912,0,9
1913,0,15
1914,0,23
1915,9,30
1916,6,25
1917,10,17
1918,6,23
1919,8,20
1920,6,30
1921,0,34
1922,6,20
1923,12,26
1924,7,26
1925,7,23
1926,0,28
1927,7,23
1928,6,31
1929,6,28
1930,5,31
1931,5,29
1932,0,33
1933,0,29
1934,0,42
1935,9,48
1936,6,33
1937,0,44
1938,0,29
1939,0,37
1940,6,32
1941,8,37
1942,5,46
1943,0,37
1944,0,30
1945,0,23
1946,5,37
1947,0,37
1948,6,23
1949,6,29
1950,0,15
1951,0,38
1952,0,27
1953,0,32
1954,0,26
1955,0,28
1956,0,25
1957,0,18
1958,0,22
1959,0,24
1960,0,24
1961,0,23
1962,5,22
1963,0,17
1964,0,16
1965,0,21
1966,0,25
1967,0,17
1968,0,13
1969,0,18
1970,0,12
1971,0,14
1972,0,13
1973,0,16
1974,0,6
1975,0,13
1976,0,9
1977,0,11
1978,0,10
1979,0,16
1980,0,8
1981,0,7
1982,0,6
1983,0,8
1984,0,11
1985,0,11
1986,0,9
1987,0,9
1988,0,9
1989,0,10
1990,0,6
1991,0,7
1992,0,9
1993,0,9
1994,0,5
1995,0,5
1996,0,5
1997,0,5
1998,0,5
1999,0,0
2000,0,0
2001,0,6
2002,0,0
2003,0,7
2004,0,7
2005,0,7
2006,0,0
2007,0,7
2008,0,8
2009,0,0
2010,0,0
2011,0,8
2012,0,0
2013,0,7
2014,0,6
2015,0,6
2016,0,0
2017,0,0
2018,0,0
2019,0,0
