year,F,M
1880,0,36
1881,0,28
1882,0,38
1883,0,25
1884,0,36
1885,0,36
1886,0,56
1887,5,34
1888,6,62
1889,7,65
1890,10,56
1891,8,59
1892,0,52
1893,9,74
1894,0,53
1895,7,88
1896,8,87
1897,7,81
1898,10,80
1899,8,83
1900,6,66
1901,7,73
1902,6,91
1903,8,76
1904,6,89
1905,0,75
1906,0,85
1907,16,115
1908,0,105
1909,5,125
1910,9,103
1911,0,152
1912,15,308
1913,14,395
1914,16,501
1915,10,643
1916,16,652
1917,15,663
1918,19,757
1919,15,686
1920,14,792
1921,20,781
1922,18,772
1923,20,758
1924,15,695
1925,5,648
1926,8,680
1927,10,610
1928,14,571
1929,17,603
1930,13,532
1931,12,473
1932,14,498
1933,6,454
1934,8,412
1935,9,422
1936,5,393
1937,6,420
1938,9,403
1939,8,414
1940,9,407
1941,8,426
1942,11,412
1943,10,450
1944,11,466
1945,6,441
1946,14,492
1947,0,513
1948,8,432
1949,9,459
1950,13,458
1951,11,501
1952,10,518
1953,14,476
1954,5,503
1955,7,504
1956,10,440
1957,5,461
1958,7,413
1959,6,436
1960,9,399
1961,0,430
1962,0,452
1963,5,402
1964,0,381
1965,0,347
1966,0,300
1967,6,302
1968,5,296
1969,0,277
1970,5,311
1971,7,316
1972,6,273
1973,0,222
1974,8,280
1975,7,277
1976,0,279
1977,0,315
1978,6,317
1979,8,316
1980,0,333
1981,8,312
1982,7,359
1983,10,313
1984,7,288
1985,0,310
1986,6,331
1987,5,377
1988,10,403
1989,0,462
1990,5,543
1991,16,620
1992,19,832
1993,22,948
1994,38,1343
1995,22,858
1996,8,431
1997,7,370
1998,0,296
1999,0,262
2000,0,252
2001,0,207
2002,5,194
2003,0,195
2004,0,158
2005,0,151
2006,0,147
2007,0,142
2008,0,128
2009,0,166
2010,0,162
2011,0,160
2012,0,153
2013,0,257
2014,6,337
2015,0,391
2016,8,423
2017,9,459
2018,6,482
2019,5,582
